,Detected Changepoints,Actual Changepoints,Predicted Drift Types,Actual Drift Types,F1-Score,Precision,Recall,Average Lag,y_pred_sorted,y_true_sorted,n_traces
log_1077_1708942963.xes,"[(2108, 2108), (3308, 3308)]","[(1994, 1994), (3200, 3745)]","['sudden', 'sudden']","['sudden', 'gradual']",0.5,0.5,0.5,228.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",5016
log_1078_1708942966.xes,"[(2428, 2428)]","[(1628, 1628)]",['sudden'],['sudden'],,,,,"[nan, 'sudden']","['sudden', nan]",3098
log_1079_1708942969.xes,"[(1122, 1122), (2815, 2815)]","[(1154, 1515), (2815, 3173)]","['sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', nan, nan]",5048
log_107_1708942849.xes,"[(2172, 2172), (3736, 3736)]","[(1063, 1063), (2110, 2597), (3743, 3743)]","['sudden', 'sudden']","['sudden', 'gradual', 'sudden']",0.4,0.5,0.3333333333333333,14.0,"['sudden', nan, nan, 'sudden']","['sudden', 'sudden', 'gradual', nan]",5599
log_1080_1708942973.xes,"[(4325, 4325)]","[(1891, 2208), (4181, 4181)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,288.0,"['sudden', nan]","['sudden', 'gradual']",5329
log_1081_1708942983.xes,[],"[(1865, 1865)]",[],['sudden'],,,,,[nan],['sudden'],3691
log_1082_1708942988.xes,[],"[(1750, 1750), (2896, 3478), (4871, 5194)]",[],"['sudden', 'gradual', 'gradual']",,,,,"[nan, nan, nan]","['sudden', 'gradual', 'gradual']",6601
log_1083_1708942995.xes,"[(1698, 1698), (3421, 3421)]","[(1408, 1957), (3317, 3317), (5036, 5036)]","['sudden', 'sudden']","['gradual', 'sudden', 'sudden']",0.4,0.5,0.3333333333333333,208.0,"['sudden', nan, nan, 'sudden']","['sudden', 'gradual', 'sudden', nan]",6280
log_1084_1708943001.xes,[],[],[],[],,,,,[],[],4492
log_1085_1708943004.xes,"[(3188, 3188)]","[(1255, 1844), (3102, 3102)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,172.0,"['sudden', nan]","['sudden', 'gradual']",4829
log_1086_1708943011.xes,[],"[(1871, 2380)]",[],['gradual'],,,,,[nan],['gradual'],4002
log_1087_1708943018.xes,"[(2670, 2670)]",[],['sudden'],[],,,,,['sudden'],[nan],5748
log_1088_1708943022.xes,"[(2187, 2187)]","[(1851, 1851), (2990, 3568)]",['sudden'],"['sudden', 'gradual']",0.6666666666666666,1.0,0.5,672.0,"['sudden', nan]","['sudden', 'gradual']",4779
log_1089_1708943029.xes,"[(1719, 1719)]","[(1741, 1741), (2843, 3359), (5102, 5102)]",['sudden'],"['sudden', 'gradual', 'sudden']",0.5,1.0,0.3333333333333333,44.0,"['sudden', nan, nan]","['sudden', 'gradual', 'sudden']",6446
log_108_1708942855.xes,"[(1335, 1335), (3229, 3229)]","[(1159, 1549), (3229, 3229)]","['sudden', 'sudden']","['gradual', 'sudden']",0.5,0.5,0.5,0.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",4905
log_1090_1708943038.xes,"[(1936, 1936), (3584, 3584)]","[(1690, 2206), (3516, 3516)]","['sudden', 'sudden']","['gradual', 'sudden']",0.5,0.5,0.5,136.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",4791
log_1091_1708943045.xes,[],"[(1737, 2245)]",[],['gradual'],,,,,[nan],['gradual'],3938
log_1092_1708943050.xes,"[(1543, 1543)]","[(1490, 1490)]",['sudden'],['sudden'],1.0,1.0,1.0,106.0,['sudden'],['sudden'],3394
log_1093_1708943051.xes,"[(1359, 1359), (3415, 3415)]","[(1109, 1610), (3383, 3772), (5669, 5669)]","['sudden', 'sudden']","['gradual', 'gradual', 'sudden']",,,,,"[nan, nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', 'sudden', nan, nan]",6978
log_1094_1708943053.xes,"[(3938, 3938)]","[(1777, 2078), (3797, 3797)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,282.0,"['sudden', nan]","['sudden', 'gradual']",5001
log_1095_1708943057.xes,"[(1965, 1965), (4212, 4212), (6072, 6072)]","[(1857, 2326), (4176, 4176), (6044, 6044)]","['sudden', 'sudden', 'sudden']","['gradual', 'sudden', 'sudden']",0.6666666666666666,0.6666666666666666,0.6666666666666666,64.0,"['sudden', 'sudden', nan, 'sudden']","['sudden', 'sudden', 'gradual', nan]",7172
log_1096_1708943060.xes,[],"[(1636, 2100)]",[],['gradual'],,,,,[nan],['gradual'],3668
log_1097_1708943062.xes,"[(1756, 1756), (3220, 3220)]","[(1425, 1939), (3084, 3662)]","['sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', nan, nan]",4943
log_1098_1708943068.xes,"[(1488, 1488)]","[(1500, 1500)]",['sudden'],['sudden'],1.0,1.0,1.0,24.0,['sudden'],['sudden'],3421
log_1099_1708943070.xes,"[(1516, 1516)]","[(1312, 1872)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3662
log_109_1708942861.xes,"[(1950, 1950), (3748, 3748)]","[(1938, 1938), (3761, 4290)]","['sudden', 'sudden']","['sudden', 'gradual']",0.5,0.5,0.5,24.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",5919
log_10_1708942765.xes,"[(1951, 1951)]","[(1659, 2151)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3360
log_1100_1708943077.xes,"[(1320, 1320)]","[(1223, 1223)]",['sudden'],['sudden'],1.0,1.0,1.0,194.0,['sudden'],['sudden'],2235
log_1101_1708943078.xes,"[(1873, 1873), (3092, 3092)]","[(1832, 1832), (3044, 3579)]","['sudden', 'sudden']","['sudden', 'gradual']",0.5,0.5,0.5,82.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",4607
log_1102_1708943080.xes,"[(2335, 2335)]","[(1947, 2434), (3564, 3564)]",['sudden'],"['gradual', 'sudden']",,,,,"[nan, nan, 'sudden']","['gradual', 'sudden', nan]",4600
log_1103_1708942893.xes,"[(1256, 1256)]","[(1097, 1097)]",['sudden'],['sudden'],1.0,1.0,1.0,318.0,['sudden'],['sudden'],2953
log_1104_1708942895.xes,"[(2062, 2062), (3517, 3517), (5012, 5012)]","[(1933, 1933), (3406, 3406), (4971, 4971)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,187.33333333333334,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",6950
log_1105_1708942902.xes,[],[],[],[],,,,,[],[],5442
log_1106_1708942905.xes,"[(1665, 1665), (3311, 3311)]","[(1377, 1748), (3234, 3785)]","['sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', nan, nan]",5654
log_1107_1708942912.xes,"[(1996, 1996), (3794, 3794)]","[(1836, 1836), (3777, 3777)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,177.0,"['sudden', 'sudden']","['sudden', 'sudden']",5356
log_1108_1708942920.xes,"[(1488, 1488)]","[(1367, 1367)]",['sudden'],['sudden'],1.0,1.0,1.0,242.0,['sudden'],['sudden'],3124
log_1109_1708942923.xes,"[(1661, 1661), (3499, 3499), (5068, 5068)]","[(1630, 1630), (3466, 3466), (5028, 5028)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,69.33333333333333,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",6735
log_110_1708942867.xes,"[(1778, 1778), (3799, 3799), (5609, 5609)]","[(1725, 2050), (3816, 3816), (5601, 6023)]","['sudden', 'sudden', 'sudden']","['gradual', 'sudden', 'gradual']",0.3333333333333333,0.3333333333333333,0.3333333333333333,34.0,"['sudden', nan, nan, 'sudden', 'sudden']","['sudden', 'gradual', 'gradual', nan, nan]",7064
log_1110_1708942930.xes,"[(2127, 2127), (4028, 4028), (5712, 5712)]","[(1849, 2248), (3900, 4362), (5512, 6065)]","['sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'gradual']",,,,,"[nan, nan, nan, 'sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'gradual', nan, nan, nan]",7693
log_1111_1708942936.xes,"[(2004, 2004)]","[(1601, 1601), (2671, 2996)]",['sudden'],"['sudden', 'gradual']",0.6666666666666666,1.0,0.5,806.0,"['sudden', nan]","['sudden', 'gradual']",4931
log_1112_1708942954.xes,"[(1655, 1655)]","[(1550, 1550)]",['sudden'],['sudden'],1.0,1.0,1.0,210.0,['sudden'],['sudden'],3421
log_1113_1708942959.xes,[],[],[],[],,,,,[],[],7212
log_1114_1708942963.xes,[],[],[],[],,,,,[],[],2600
log_1115_1708942965.xes,"[(1728, 1728)]","[(1410, 1754)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3314
log_1116_1708942966.xes,"[(3363, 3363)]","[(1477, 1827), (3256, 3256)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,214.0,"['sudden', nan]","['sudden', 'gradual']",4563
log_1117_1708942971.xes,[],[],[],[],,,,,[],[],4196
log_1118_1708942975.xes,"[(2550, 2550)]","[(1904, 2465)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",4334
log_1119_1708942980.xes,"[(1027, 1027), (2117, 2117)]","[(1017, 1017), (2064, 2064)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,63.0,"['sudden', 'sudden']","['sudden', 'sudden']",3337
log_111_1708942873.xes,[],"[(1678, 1678), (2901, 2901)]",[],"['sudden', 'sudden']",,,,,"[nan, nan]","['sudden', 'sudden']",3920
log_1120_1708942985.xes,"[(3641, 3641)]","[(1647, 2090), (3560, 3560)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,162.0,"['sudden', nan]","['sudden', 'gradual']",5244
log_1121_1708942987.xes,[],[],[],[],,,,,[],[],4113
log_1122_1708942992.xes,"[(1332, 1332)]","[(1338, 1338)]",['sudden'],['sudden'],1.0,1.0,1.0,12.0,['sudden'],['sudden'],2826
log_1123_1708942997.xes,"[(1993, 1993)]","[(1781, 2109)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3735
log_1124_1708942999.xes,"[(1976, 1976)]","[(1960, 1960), (3018, 3323)]",['sudden'],"['sudden', 'gradual']",0.6666666666666666,1.0,0.5,32.0,"['sudden', nan]","['sudden', 'gradual']",4599
log_1125_1708943005.xes,[],[],[],[],,,,,[],[],2722
log_1126_1708943006.xes,[],[],[],[],,,,,[],[],3408
log_1127_1708943009.xes,[],[],[],[],,,,,[],[],4608
log_1128_1708943011.xes,"[(1398, 1398)]","[(1332, 1332)]",['sudden'],['sudden'],1.0,1.0,1.0,132.0,['sudden'],['sudden'],2889
log_1129_1708943014.xes,[],[],[],[],,,,,[],[],5967
log_112_1708942876.xes,[],"[(1709, 2009), (3390, 3975), (5276, 5829)]",[],"['gradual', 'gradual', 'gradual']",,,,,"[nan, nan, nan]","['gradual', 'gradual', 'gradual']",7736
log_1130_1708943017.xes,"[(1978, 1978), (3574, 3574), (5461, 5461)]","[(1757, 2088), (3524, 3979), (5412, 5412)]","['sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden']",0.3333333333333333,0.3333333333333333,0.3333333333333333,98.0,"['sudden', nan, nan, 'sudden', 'sudden']","['sudden', 'gradual', 'gradual', nan, nan]",6498
log_1131_1708943022.xes,"[(2034, 2034)]","[(1620, 2070)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3814
log_1132_1708943029.xes,"[(2362, 2362)]","[(1969, 2369)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3881
log_1133_1708943033.xes,"[(1610, 1610)]","[(1333, 1932)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3437
