log_name,drift_types,change_trace_idx
log_1147_1708942928.xes,,
log_1148_1708942935.xes,,
log_1149_1708942951.xes,,
log_114_1708942887.xes,,
log_1150_1708942952.xes,sudden,"[(2564, 2564)]"
log_1151_1708942958.xes,,
log_1152_1708942961.xes,,
log_1153_1708942963.xes,,
log_1154_1708942968.xes,,
log_1155_1708942969.xes,sudden,"[(1517, 1517)]"
log_1156_1708942971.xes,sudden,"[(3209, 3209)]"
log_1157_1708942980.xes,,
log_1158_1708942982.xes,sudden,"[(3442, 3442)]"
log_1159_1708942985.xes,,
log_115_1708942732.xes,,
log_1160_1708942991.xes,,
log_1161_1708942993.xes,,
log_1162_1708942996.xes,"sudden, sudden, sudden","[(1397, 1397), (2922, 2922), (4503, 4503)]"
log_1163_1708943003.xes,,
log_1164_1708943005.xes,,
log_1165_1708943010.xes,,
log_1166_1708943014.xes,,
log_1167_1708943016.xes,,
log_1168_1708943034.xes,sudden,"[(2233, 2233)]"
log_1169_1708943045.xes,,
log_116_1708942735.xes,,
log_1170_1708943052.xes,,
log_1171_1708943055.xes,,
log_1172_1708943057.xes,sudden,"[(1626, 1626)]"
log_1173_1708943067.xes,,
log_1174_1708943070.xes,"sudden, sudden","[(1240, 1240), (2952, 2952)]"
log_1175_1708943075.xes,"sudden, sudden","[(1909, 1909), (2967, 2967)]"
log_1176_1708943079.xes,,
log_1177_1708943081.xes,,
log_1178_1708943084.xes,,
log_1179_1708942897.xes,"sudden, sudden","[(1937, 1937), (3904, 3904)]"
log_117_1708942736.xes,"sudden, sudden, sudden","[(1407, 1407), (2707, 2707), (4440, 4440)]"
log_1180_1708942904.xes,"sudden, sudden, sudden","[(1998, 1998), (3089, 3089), (5507, 5507)]"
log_1181_1708942911.xes,,
log_1182_1708942913.xes,,
log_1183_1708942916.xes,"sudden, sudden, sudden","[(1136, 1136), (2527, 2527), (3645, 3645)]"
log_1184_1708942920.xes,sudden,"[(3580, 3580)]"
log_1185_1708942923.xes,,
log_1186_1708942928.xes,sudden,"[(1718, 1718)]"
log_1187_1708942933.xes,"sudden, sudden, sudden, sudden","[(1803, 1803), (3067, 3067), (3626, 3626), (3934, 3934)]"
log_1188_1708942939.xes,,
log_1189_1708942942.xes,,
log_118_1708942740.xes,sudden,"[(1136, 1136)]"
log_1190_1708942949.xes,sudden,"[(3069, 3069)]"
log_1191_1708942959.xes,,
log_1192_1708942962.xes,,
log_1193_1708942964.xes,,
log_1194_1708942965.xes,,
log_1195_1708942971.xes,sudden,"[(2816, 2816)]"
log_1196_1708942978.xes,,
log_1197_1708942981.xes,,
log_1198_1708942983.xes,,
log_1199_1708942984.xes,sudden,"[(609, 609)]"
log_119_1708942749.xes,sudden,"[(1369, 1369)]"
log_11_1708942767.xes,"sudden, sudden, sudden","[(1196, 1196), (3173, 3173), (5114, 5114)]"
log_1200_1708942996.xes,,
log_1201_1708943000.xes,,
log_1202_1708943006.xes,"sudden, sudden, sudden","[(1181, 1181), (2993, 2993), (4582, 4582)]"
log_1203_1708943010.xes,,
log_1204_1708943011.xes,sudden,"[(2303, 2303)]"
log_1205_1708943016.xes,,
log_1206_1708943018.xes,,
log_1207_1708943021.xes,"sudden, sudden, sudden","[(1742, 1742), (3974, 3974), (5527, 5527)]"
log_1208_1708943027.xes,,
log_1209_1708943029.xes,,
log_120_1708942758.xes,"sudden, sudden","[(1517, 1517), (4739, 4739)]"
log_1210_1708943030.xes,"sudden, sudden","[(1557, 1557), (3499, 3499)]"
log_1211_1708943034.xes,,
log_1212_1708943037.xes,sudden,"[(1201, 1201)]"
log_1213_1708943051.xes,sudden,"[(1397, 1397)]"
log_1214_1708943057.xes,sudden,"[(1735, 1735)]"
log_1215_1708943060.xes,,
log_1216_1708943062.xes,,
log_1217_1708942897.xes,,
log_1218_1708942898.xes,,
log_1219_1708942901.xes,sudden,"[(1656, 1656)]"
log_121_1708942764.xes,,
log_1220_1708942902.xes,,
log_1221_1708942904.xes,,
log_1222_1708942908.xes,sudden,"[(1083, 1083)]"
log_1223_1708942911.xes,"sudden, sudden","[(1411, 1411), (2722, 2722)]"
log_1224_1708942916.xes,,
log_1225_1708942919.xes,,
log_1226_1708942926.xes,,
log_1227_1708942928.xes,"sudden, sudden, sudden","[(1946, 1946), (3921, 3921), (6211, 6211)]"
log_1228_1708942937.xes,sudden,"[(3652, 3652)]"
log_1229_1708942940.xes,sudden,"[(1740, 1740)]"
log_122_1708942770.xes,sudden,"[(1585, 1585)]"
log_1230_1708942952.xes,,
log_1231_1708942955.xes,,
log_1232_1708942960.xes,sudden,"[(1942, 1942)]"
log_1233_1708942964.xes,"sudden, sudden, sudden","[(1262, 1262), (2755, 2755), (4633, 4633)]"
log_1234_1708942975.xes,"sudden, sudden, sudden","[(1390, 1390), (3113, 3113), (5330, 5330)]"
log_1235_1708942979.xes,sudden,"[(1727, 1727)]"
log_1236_1708942984.xes,,
log_1237_1708942988.xes,sudden,"[(1520, 1520)]"
log_1238_1708942992.xes,,
log_1239_1708942996.xes,,
log_123_1708942772.xes,sudden,"[(1935, 1935)]"
log_1240_1708942999.xes,sudden,"[(1959, 1959)]"
log_1241_1708943001.xes,,
log_1242_1708943004.xes,"sudden, sudden, sudden","[(1934, 1934), (3281, 3281), (5145, 5145)]"
log_1243_1708943009.xes,sudden,"[(2153, 2153)]"
log_1244_1708943014.xes,,
log_1245_1708943022.xes,,
log_1246_1708943028.xes,sudden,"[(1280, 1280)]"
log_1247_1708943030.xes,sudden,"[(99, 99)]"
log_1248_1708943031.xes,sudden,"[(1154, 1154)]"
log_1249_1708943035.xes,gradual,"[(1569, 2000)]"
log_124_1708942780.xes,,
log_1250_1708943037.xes,,
log_1251_1708943041.xes,"sudden, sudden, sudden","[(1980, 1980), (3277, 3277), (4825, 4825)]"
log_1252_1708943046.xes,,
log_1253_1708943050.xes,sudden,"[(1224, 1224)]"
log_1254_1708943055.xes,,
log_1255_1708942898.xes,"sudden, sudden, sudden","[(1927, 1927), (3595, 3595), (5094, 5094)]"
log_1256_1708942908.xes,"sudden, sudden","[(559, 559), (1997, 1997)]"
log_1257_1708942909.xes,,
log_1258_1708942912.xes,sudden,"[(1494, 1494)]"
log_1259_1708942913.xes,,
log_125_1708942783.xes,,
log_1260_1708942915.xes,"sudden, sudden","[(2132, 2132), (3849, 3849)]"
log_1261_1708942923.xes,"sudden, sudden, sudden, gradual","[(1299, 1299), (2626, 2626), (3127, 3127), (3844, 5207)]"
log_1262_1708942927.xes,,
log_1263_1708942929.xes,"sudden, sudden","[(2230, 2230), (3861, 3861)]"
log_1264_1708942937.xes,gradual,"[(426, 1550)]"
log_1265_1708942939.xes,,
log_1266_1708942941.xes,,
log_1267_1708942944.xes,sudden,"[(3627, 3627)]"
log_1268_1708942955.xes,sudden,"[(1486, 1486)]"
log_1269_1708942957.xes,"sudden, sudden, sudden","[(1895, 1895), (2422, 2422), (3654, 3654)]"
log_126_1708942785.xes,sudden,"[(1427, 1427)]"
log_1270_1708942966.xes,,
log_1271_1708942967.xes,"sudden, sudden, sudden","[(1501, 1501), (2550, 2550), (4835, 4835)]"
log_1272_1708942973.xes,,
log_1273_1708942974.xes,,
log_1274_1708942980.xes,"sudden, sudden","[(1797, 1797), (2100, 2100)]"
log_1275_1708942984.xes,"sudden, sudden","[(1992, 1992), (5197, 5197)]"
log_1276_1708942990.xes,,
log_1277_1708942997.xes,,
log_1278_1708942999.xes,,
log_1279_1708943002.xes,,
log_127_1708942788.xes,,
log_1280_1708943007.xes,,
log_1281_1708943009.xes,sudden,"[(2073, 2073)]"
log_1282_1708943013.xes,"sudden, sudden, sudden, sudden, sudden","[(1323, 1323), (2117, 2117), (3298, 3298), (3937, 3937), (5264, 5264)]"
log_1283_1708943018.xes,sudden,"[(2042, 2042)]"
log_1284_1708943022.xes,,
log_1285_1708943026.xes,"sudden, sudden, sudden","[(1734, 1734), (3191, 3191), (4361, 4361)]"
log_1286_1708943030.xes,sudden,"[(1341, 1341)]"
log_1287_1708943034.xes,sudden,"[(1391, 1391)]"
log_1288_1708943036.xes,,
log_1289_1708943038.xes,"sudden, sudden, sudden, gradual, sudden","[(1810, 1810), (3610, 3610), (5287, 5287), (5776, 6156), (6854, 6854)]"
log_128_1708942792.xes,"sudden, sudden, sudden","[(1142, 1142), (2428, 2428), (4322, 4322)]"
log_1290_1708943043.xes,,
log_1291_1708943051.xes,sudden,"[(1409, 1409)]"
log_1292_1708943054.xes,,
log_1293_1708942899.xes,sudden,"[(1755, 1755)]"
log_1294_1708942906.xes,,
log_1295_1708942909.xes,gradual,"[(2278, 4006)]"
log_1296_1708942914.xes,"sudden, sudden, sudden","[(1110, 1110), (3130, 3130), (5362, 5362)]"
log_1297_1708942922.xes,sudden,"[(1879, 1879)]"
log_1298_1708942925.xes,,
log_1299_1708942935.xes,,
log_129_1708942803.xes,,
log_12_1708942773.xes,"sudden, sudden","[(1668, 1668), (3394, 3394)]"
log_1300_1708942937.xes,,
log_1301_1708942944.xes,sudden,"[(2176, 2176)]"
log_1302_1708942955.xes,"sudden, sudden, sudden","[(1286, 1286), (2893, 2893), (4145, 4145)]"
log_1303_1708942960.xes,,
log_1304_1708942967.xes,"sudden, sudden","[(2032, 2032), (3319, 3319)]"
log_1305_1708942971.xes,sudden,"[(2280, 2280)]"
log_1306_1708942979.xes,sudden,"[(1914, 1914)]"
log_1307_1708942982.xes,sudden,"[(1985, 1985)]"
log_1308_1708942986.xes,,
log_1309_1708942996.xes,"gradual, sudden, sudden, sudden","[(940, 1285), (1622, 1622), (2767, 2767), (4601, 4601)]"
log_130_1708942804.xes,,
log_1310_1708942999.xes,sudden,"[(1113, 1113)]"
log_1311_1708943002.xes,,
log_1312_1708943003.xes,sudden,"[(1988, 1988)]"
log_1313_1708943007.xes,,
log_1314_1708943010.xes,,
log_1315_1708943013.xes,,
log_1316_1708943021.xes,"sudden, sudden, sudden","[(1264, 1264), (2523, 2523), (3985, 3985)]"
log_1317_1708943029.xes,sudden,"[(1135, 1135)]"
log_1318_1708943032.xes,,
log_1319_1708943037.xes,"sudden, sudden","[(3652, 3652), (5728, 5728)]"
log_131_1708942806.xes,,
log_1320_1708943042.xes,,
log_1321_1708943046.xes,"sudden, sudden, sudden","[(2158, 2158), (3249, 3249), (5030, 5030)]"
log_1322_1708943055.xes,sudden,"[(3107, 3107)]"
log_1323_1708943059.xes,"sudden, sudden","[(1812, 1812), (3796, 3796)]"
log_1324_1708943064.xes,"sudden, sudden","[(1778, 1778), (3097, 3097)]"
log_1325_1708943070.xes,sudden,"[(2106, 2106)]"
log_1326_1708943079.xes,,
log_1327_1708943080.xes,sudden,"[(1951, 1951)]"
log_1328_1708943082.xes,"sudden, sudden","[(547, 547), (1267, 1267)]"
log_1329_1708943084.xes,,
log_132_1708942811.xes,"gradual, sudden","[(2259, 2791), (4308, 4308)]"
log_1330_1708943086.xes,,
log_1331_1708942903.xes,"sudden, sudden, sudden","[(1666, 1666), (3194, 3194), (4994, 4994)]"
log_1332_1708942913.xes,"sudden, sudden","[(2184, 2184), (3258, 3258)]"
log_1333_1708942919.xes,"gradual, gradual","[(305, 2545), (3517, 4437)]"
log_1334_1708942922.xes,,
log_1335_1708942925.xes,sudden,"[(1906, 1906)]"
log_1336_1708942927.xes,sudden,"[(2161, 2161)]"
log_1337_1708942931.xes,,
log_1338_1708942934.xes,sudden,"[(1561, 1561)]"
log_1339_1708942955.xes,,
log_133_1708942816.xes,sudden,"[(1728, 1728)]"
log_1340_1708942960.xes,sudden,"[(1626, 1626)]"
log_1341_1708942964.xes,,
log_1342_1708942965.xes,"sudden, sudden","[(1429, 1429), (3310, 3310)]"
log_1343_1708942969.xes,sudden,"[(2075, 2075)]"
log_1344_1708942972.xes,"sudden, sudden","[(1430, 1430), (1973, 1973)]"
log_1345_1708942974.xes,,
log_1346_1708942978.xes,,
log_1347_1708942984.xes,"sudden, sudden","[(1291, 1291), (2613, 2613)]"
log_1348_1708942986.xes,sudden,"[(1121, 1121)]"
log_1349_1708942988.xes,sudden,"[(1763, 1763)]"
log_134_1708942826.xes,,
log_1350_1708942990.xes,"sudden, sudden, sudden","[(1758, 1758), (3302, 3302), (5104, 5104)]"
log_1351_1708942994.xes,"sudden, sudden, sudden","[(1570, 1570), (3375, 3375), (5260, 5260)]"
log_1352_1708943000.xes,,
log_1353_1708943004.xes,"sudden, sudden","[(1405, 1405), (3500, 3500)]"
log_1354_1708943008.xes,,
log_1355_1708943013.xes,,
log_1356_1708943015.xes,"sudden, sudden","[(1681, 1681), (3060, 3060)]"
log_1357_1708943018.xes,,
log_1358_1708943020.xes,sudden,"[(4483, 4483)]"
log_1359_1708943027.xes,,
log_135_1708942832.xes,"sudden, sudden, sudden","[(1441, 1441), (3328, 3328), (5625, 5625)]"
log_1360_1708943029.xes,,
log_1361_1708943031.xes,,
log_1362_1708943036.xes,sudden,"[(1246, 1246)]"
log_1363_1708943040.xes,,
log_1364_1708943044.xes,,
log_1365_1708943049.xes,sudden,"[(1135, 1135)]"
log_1366_1708943052.xes,sudden,"[(2265, 2265)]"
log_1367_1708943054.xes,"sudden, sudden","[(1958, 1958), (3935, 3935)]"
log_1368_1708943063.xes,"sudden, sudden","[(1861, 1861), (3735, 3735)]"
log_1369_1708942905.xes,sudden,"[(1809, 1809)]"
log_136_1708942839.xes,sudden,"[(1114, 1114)]"
log_1370_1708942907.xes,,
log_1371_1708942910.xes,"sudden, sudden, sudden","[(1304, 1304), (2644, 2644), (4884, 4884)]"
log_1372_1708942917.xes,sudden,"[(2123, 2123)]"
log_1373_1708942923.xes,sudden,"[(1389, 1389)]"
log_1374_1708942926.xes,gradual,"[(214, 822)]"
log_1375_1708942930.xes,,
log_1376_1708942934.xes,sudden,"[(3701, 3701)]"
log_1377_1708942944.xes,,
log_1378_1708942952.xes,,
log_1379_1708942958.xes,,
log_137_1708942841.xes,,
log_1380_1708942962.xes,,
log_1381_1708942965.xes,,
log_1382_1708942977.xes,,
log_1383_1708942985.xes,,
log_1384_1708942989.xes,"sudden, sudden, sudden","[(1462, 1462), (1909, 1909), (3157, 3157)]"
log_1385_1708942992.xes,"sudden, sudden","[(99, 99), (1485, 1485)]"
log_1386_1708942996.xes,,
log_1387_1708942999.xes,sudden,"[(3262, 3262)]"
log_1388_1708943005.xes,,
log_1389_1708943011.xes,sudden,"[(1444, 1444)]"
log_138_1708942843.xes,sudden,"[(5897, 5897)]"
log_1390_1708943014.xes,,
log_1391_1708943018.xes,sudden,"[(1359, 1359)]"
log_1392_1708943021.xes,,
log_1393_1708943022.xes,,
log_1394_1708943034.xes,"sudden, sudden","[(1687, 1687), (2981, 2981)]"
log_1395_1708943040.xes,,
log_1396_1708943044.xes,"sudden, sudden","[(1386, 1386), (2761, 2761)]"
log_1397_1708943048.xes,,
log_1398_1708943053.xes,sudden,"[(1887, 1887)]"
log_1399_1708943059.xes,sudden,"[(3127, 3127)]"
log_139_1708942856.xes,sudden,"[(1975, 1975)]"
log_13_1708942775.xes,,
log_1400_1708943063.xes,"sudden, sudden, sudden","[(1315, 1315), (3030, 3030), (4662, 4662)]"
log_1401_1708943069.xes,sudden,"[(2154, 2154)]"
log_1402_1708943077.xes,,
log_1403_1708943085.xes,sudden,"[(1795, 1795)]"
log_1404_1708943090.xes,"sudden, sudden, sudden","[(1451, 1451), (2985, 2985), (4430, 4430)]"
log_1405_1708943094.xes,sudden,"[(1532, 1532)]"
log_1406_1708943097.xes,sudden,"[(1942, 1942)]"
log_1407_1708942906.xes,,
log_1408_1708942911.xes,sudden,"[(2409, 2409)]"
log_1409_1708942916.xes,,
log_140_1708942861.xes,,
log_1410_1708942927.xes,,
log_1411_1708942931.xes,"sudden, sudden, sudden","[(2259, 2259), (4182, 4182), (6228, 6228)]"
log_1412_1708942939.xes,,
log_1413_1708942944.xes,"gradual, sudden, sudden, sudden","[(1628, 5285), (5802, 5802), (7091, 7091), (7473, 7473)]"
log_1414_1708942946.xes,"sudden, sudden","[(1209, 1209), (2713, 2713)]"
log_1415_1708942949.xes,sudden,"[(2809, 2809)]"
log_1416_1708942952.xes,"sudden, sudden","[(1934, 1934), (3621, 3621)]"
log_1417_1708942959.xes,sudden,"[(3650, 3650)]"
log_1418_1708942977.xes,,
log_1419_1708942978.xes,sudden,"[(3511, 3511)]"
log_141_1708942865.xes,"sudden, sudden","[(1450, 1450), (3567, 3567)]"
log_1420_1708942983.xes,,
log_1421_1708942985.xes,"sudden, sudden","[(1235, 1235), (2941, 2941)]"
log_1422_1708942989.xes,,
log_1423_1708942991.xes,sudden,"[(1994, 1994)]"
log_1424_1708942995.xes,"sudden, sudden, sudden, sudden","[(1271, 1271), (2696, 2696), (3785, 3785), (4491, 4491)]"
log_1425_1708942997.xes,"sudden, sudden, sudden, gradual, sudden, sudden, sudden, sudden","[(1953, 1953), (3025, 3025), (3919, 3919), (4482, 4773), (5158, 5158), (5782, 5782), (6041, 6041), (6157, 6157)]"
log_1426_1708943001.xes,sudden,"[(2176, 2176)]"
log_1427_1708943018.xes,sudden,"[(4055, 4055)]"
log_1428_1708943024.xes,,
log_1429_1708943026.xes,"sudden, sudden","[(128, 128), (1110, 1110)]"
log_142_1708942869.xes,sudden,"[(1146, 1146)]"
log_1430_1708943028.xes,sudden,"[(1095, 1095)]"
log_1431_1708943034.xes,,
log_1432_1708943037.xes,gradual,"[(174, 862)]"
log_1433_1708943044.xes,,
log_1434_1708943048.xes,,
log_1435_1708943050.xes,sudden,"[(1527, 1527)]"
log_1436_1708943062.xes,,
log_1437_1708943070.xes,"sudden, sudden, sudden","[(1799, 1799), (2903, 2903), (4721, 4721)]"
log_1438_1708943074.xes,,
log_1439_1708943084.xes,sudden,"[(2201, 2201)]"
log_143_1708942871.xes,gradual,"[(1709, 2523)]"
log_1440_1708943093.xes,"sudden, sudden","[(1532, 1532), (3442, 3442)]"
log_1441_1708943100.xes,,
log_1442_1708943105.xes,,
log_1443_1708943111.xes,,
log_1444_1708943118.xes,,
log_1445_1708942909.xes,sudden,"[(1736, 1736)]"
log_1446_1708942913.xes,"sudden, sudden, sudden, sudden","[(1091, 1091), (2776, 2776), (4453, 4453), (5179, 5179)]"
log_1447_1708942919.xes,"sudden, sudden","[(1824, 1824), (3206, 3206)]"
log_1448_1708942925.xes,sudden,"[(2293, 2293)]"
log_1449_1708942930.xes,"sudden, sudden","[(2616, 2616), (3810, 3810)]"
log_144_1708942877.xes,,
log_1450_1708942937.xes,,
log_1451_1708942941.xes,sudden,"[(2165, 2165)]"
log_1452_1708942950.xes,"sudden, sudden","[(1929, 1929), (3190, 3190)]"
log_1453_1708942954.xes,sudden,"[(1570, 1570)]"
log_1454_1708942964.xes,sudden,"[(3812, 3812)]"
log_1455_1708942967.xes,,
log_1456_1708942969.xes,sudden,"[(2089, 2089)]"
log_1457_1708942972.xes,,
log_1458_1708942974.xes,gradual,"[(1577, 2563)]"
