,Detected Changepoints,Actual Changepoints,Predicted Drift Types,Actual Drift Types,F1-Score,Precision,Recall,Average Lag,y_pred_sorted,y_true_sorted,n_traces
log_1016_1708943001.xes,"[(1209, 1209), (3025, 3025), (4222, 4222)]","[(1229, 1229), (3050, 3050), (4213, 4213)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,36.0,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",5705
log_1017_1708943006.xes,"[(2199, 2199), (4184, 4184)]","[(1970, 2537), (4142, 4142)]","['sudden', 'sudden']","['gradual', 'sudden']",0.5,0.5,0.5,84.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",5978
log_1018_1708943011.xes,[],[],[],[],,,,,[],[],5148
log_1019_1708943014.xes,[],"[(1434, 1744), (3340, 3827)]",[],"['gradual', 'gradual']",,,,,"[nan, nan]","['gradual', 'gradual']",5603
log_101_1708942821.xes,"[(1155, 1155)]","[(1107, 1107), (2973, 2973)]",['sudden'],"['sudden', 'sudden']",0.6666666666666666,1.0,0.5,96.0,"['sudden', nan]","['sudden', 'sudden']",4272
log_1020_1708943018.xes,[],[],[],[],,,,,[],[],7112
log_1021_1708943024.xes,[],[],[],[],,,,,[],[],1243
log_1022_1708943026.xes,"[(1459, 1459)]","[(1136, 1136), (3118, 3571), (5417, 5870)]",['sudden'],"['sudden', 'gradual', 'gradual']",0.5,1.0,0.3333333333333333,646.0,"['sudden', nan, nan]","['sudden', 'gradual', 'gradual']",6899
log_1023_1708943039.xes,"[(1938, 1938)]","[(1970, 1970), (3693, 3997), (5926, 6384)]",['sudden'],"['sudden', 'gradual', 'gradual']",0.5,1.0,0.3333333333333333,64.0,"['sudden', nan, nan]","['sudden', 'gradual', 'gradual']",7720
log_1024_1708943050.xes,[],[],[],[],,,,,[],[],5484
log_1025_1708943060.xes,"[(3207, 3207)]","[(1353, 1353), (3184, 3184)]",['sudden'],"['sudden', 'sudden']",0.6666666666666666,1.0,0.5,46.0,"['sudden', nan]","['sudden', 'sudden']",5126
log_1026_1708943068.xes,"[(4110, 4110)]","[(1988, 2495), (3771, 4368)]",['sudden'],"['gradual', 'gradual']",,,,,"[nan, nan, 'sudden']","['gradual', 'gradual', nan]",6028
log_1027_1708942889.xes,"[(1800, 1800)]","[(1655, 1655)]",['sudden'],['sudden'],1.0,1.0,1.0,290.0,['sudden'],['sudden'],3295
log_1028_1708942893.xes,[],"[(1924, 2309)]",[],['gradual'],,,,,[nan],['gradual'],4239
log_1029_1708942897.xes,[],"[(1609, 2175), (3960, 3960), (5375, 5907)]",[],"['gradual', 'sudden', 'gradual']",,,,,"[nan, nan, nan]","['gradual', 'sudden', 'gradual']",7180
log_102_1708942825.xes,"[(1999, 1999)]","[(1689, 2008), (3873, 3873)]",['sudden'],"['gradual', 'sudden']",,,,,"[nan, nan, 'sudden']","['gradual', 'sudden', nan]",5845
log_1030_1708942904.xes,"[(1879, 1879)]","[(1851, 1851)]",['sudden'],['sudden'],1.0,1.0,1.0,56.0,['sudden'],['sudden'],3265
log_1031_1708942906.xes,[],"[(1099, 1531), (2580, 3130)]",[],"['gradual', 'gradual']",,,,,"[nan, nan]","['gradual', 'gradual']",4750
log_1032_1708942909.xes,"[(3225, 3225)]","[(1058, 1460), (3094, 3094)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,262.0,"['sudden', nan]","['sudden', 'gradual']",5055
log_1033_1708942922.xes,"[(230, 668)]","[(1311, 1311), (2518, 3019), (4629, 5199)]",['gradual'],"['sudden', 'gradual', 'gradual']",,,,,"[nan, nan, nan, 'gradual']","['sudden', 'gradual', 'gradual', nan]",6253
log_1034_1708942931.xes,"[(1858, 1858)]","[(1174, 1174), (2552, 2552), (4224, 4695)]",['sudden'],"['sudden', 'sudden', 'gradual']",,,,,"[nan, nan, nan, 'sudden']","['sudden', 'sudden', 'gradual', nan]",5999
log_1035_1708942945.xes,[],"[(1169, 1481), (2708, 2708), (4313, 4630)]",[],"['gradual', 'sudden', 'gradual']",,,,,"[nan, nan, nan]","['gradual', 'sudden', 'gradual']",5700
log_1036_1708942947.xes,"[(1871, 1871)]","[(1730, 1730), (2860, 2860)]",['sudden'],"['sudden', 'sudden']",0.6666666666666666,1.0,0.5,282.0,"['sudden', nan]","['sudden', 'sudden']",4203
log_1037_1708942957.xes,[],"[(1825, 2320), (3672, 3672), (5189, 5189)]",[],"['gradual', 'sudden', 'sudden']",,,,,"[nan, nan, nan]","['gradual', 'sudden', 'sudden']",6725
log_1038_1708942959.xes,"[(1852, 1852), (3996, 3996)]","[(1582, 2136), (3841, 4282)]","['sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', nan, nan]",6019
log_1039_1708942967.xes,"[(1952, 1952)]","[(1620, 1954), (3341, 3341), (4390, 4390)]",['sudden'],"['gradual', 'sudden', 'sudden']",,,,,"[nan, nan, nan, 'sudden']","['gradual', 'sudden', 'sudden', nan]",6373
log_103_1708942831.xes,"[(3566, 3566)]","[(1145, 1145), (2981, 3282)]",['sudden'],"['sudden', 'gradual']",,,,,"[nan, nan, 'sudden']","['sudden', 'gradual', nan]",4774
log_1040_1708942977.xes,"[(1189, 1189)]","[(1144, 1144)]",['sudden'],['sudden'],1.0,1.0,1.0,90.0,['sudden'],['sudden'],2370
log_1041_1708942979.xes,"[(140, 140), (1189, 1189), (2023, 2023)]","[(1195, 1195)]","['sudden', 'sudden', 'sudden']",['sudden'],0.5,0.3333333333333333,1.0,12.0,"['sudden', 'sudden', 'sudden']","['sudden', nan, nan]",2607
log_1042_1708942980.xes,"[(1375, 1375)]","[(1324, 1324)]",['sudden'],['sudden'],1.0,1.0,1.0,102.0,['sudden'],['sudden'],2603
log_1043_1708942982.xes,"[(1878, 1878)]","[(1822, 1822)]",['sudden'],['sudden'],1.0,1.0,1.0,112.0,['sudden'],['sudden'],3295
log_1044_1708942989.xes,[],"[(1041, 1612)]",[],['gradual'],,,,,[nan],['gradual'],3443
log_1045_1708942991.xes,"[(1433, 1433), (2773, 2773)]","[(1162, 1596), (2708, 3098)]","['sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', nan, nan]",4638
log_1046_1708942996.xes,[],[],[],[],,,,,[],[],1658
log_1047_1708942998.xes,[],"[(1236, 1236), (3109, 3109)]",[],"['sudden', 'sudden']",,,,,"[nan, nan]","['sudden', 'sudden']",4803
log_1048_1708943006.xes,[],[],[],[],,,,,[],[],5116
log_1049_1708943012.xes,"[(2424, 2424)]","[(1620, 2069)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3562
log_104_1708942838.xes,"[(1947, 1947), (3558, 3558), (5482, 5482)]","[(1904, 1904), (3458, 3889), (5343, 5343)]","['sudden', 'sudden', 'sudden']","['sudden', 'gradual', 'sudden']",0.6666666666666666,0.6666666666666666,0.6666666666666666,182.0,"['sudden', 'sudden', nan, 'sudden']","['sudden', 'sudden', 'gradual', nan]",7200
log_1050_1708943014.xes,"[(1591, 1591)]","[(1613, 1613), (3411, 3411), (4821, 4821)]",['sudden'],"['sudden', 'sudden', 'sudden']",0.5,1.0,0.3333333333333333,44.0,"['sudden', nan, nan]","['sudden', 'sudden', 'sudden']",6771
log_1051_1708943029.xes,[],"[(1146, 1146)]",[],['sudden'],,,,,[nan],['sudden'],2731
log_1052_1708943031.xes,[],[],[],[],,,,,[],[],1028
log_1053_1708943033.xes,"[(1549, 1549)]","[(1559, 1559)]",['sudden'],['sudden'],1.0,1.0,1.0,20.0,['sudden'],['sudden'],2902
log_1054_1708943035.xes,"[(1544, 1544)]","[(1406, 1406), (2740, 3226), (4310, 4688)]",['sudden'],"['sudden', 'gradual', 'gradual']",0.5,1.0,0.3333333333333333,276.0,"['sudden', nan, nan]","['sudden', 'gradual', 'gradual']",6134
log_1055_1708943045.xes,"[(1329, 1329)]","[(1322, 1322), (2437, 2437), (3782, 4295)]",['sudden'],"['sudden', 'sudden', 'gradual']",0.5,1.0,0.3333333333333333,14.0,"['sudden', nan, nan]","['sudden', 'sudden', 'gradual']",5767
log_1056_1708943050.xes,"[(1333, 1333), (2678, 2678)]","[(1243, 1243), (2650, 2650)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,118.0,"['sudden', 'sudden']","['sudden', 'sudden']",4065
log_1057_1708943057.xes,[],[],[],[],,,,,[],[],4935
log_1058_1708943060.xes,[],"[(1081, 1081), (2854, 3319)]",[],"['sudden', 'gradual']",,,,,"[nan, nan]","['sudden', 'gradual']",4949
log_1059_1708943063.xes,[],[],[],[],,,,,[],[],4532
log_105_1708942842.xes,"[(2020, 2020), (4253, 4253)]","[(1708, 2203), (4162, 4162)]","['sudden', 'sudden']","['gradual', 'sudden']",0.5,0.5,0.5,182.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",5933
log_1060_1708943070.xes,[],[],[],[],,,,,[],[],1557
log_1061_1708943071.xes,[],"[(1571, 2103), (3397, 3397)]",[],"['gradual', 'sudden']",,,,,"[nan, nan]","['gradual', 'sudden']",5219
log_1062_1708943075.xes,[],"[(1049, 1049)]",[],['sudden'],,,,,[nan],['sudden'],2076
log_1063_1708943076.xes,"[(1144, 1144)]","[(1089, 1089)]",['sudden'],['sudden'],1.0,1.0,1.0,110.0,['sudden'],['sudden'],2504
log_1064_1708943078.xes,"[(2013, 2013)]","[(1784, 2351), (3577, 4027)]",['sudden'],"['gradual', 'gradual']",,,,,"[nan, nan, 'sudden']","['gradual', 'gradual', nan]",5215
log_1065_1708942892.xes,"[(1587, 1587)]","[(1400, 1400), (2630, 2630), (3765, 4336)]",['sudden'],"['sudden', 'sudden', 'gradual']",0.5,1.0,0.3333333333333333,374.0,"['sudden', nan, nan]","['sudden', 'sudden', 'gradual']",6331
log_1066_1708942905.xes,[],[],[],[],,,,,[],[],5466
log_1067_1708942908.xes,[],"[(1443, 1443), (3140, 3618), (5182, 5528)]",[],"['sudden', 'gradual', 'gradual']",,,,,"[nan, nan, nan]","['sudden', 'gradual', 'gradual']",6917
log_1068_1708942915.xes,"[(1514, 1514)]","[(1537, 1537)]",['sudden'],['sudden'],1.0,1.0,1.0,46.0,['sudden'],['sudden'],3332
log_1069_1708942918.xes,[],"[(1166, 1166), (2529, 2529), (3881, 3881)]",[],"['sudden', 'sudden', 'sudden']",,,,,"[nan, nan, nan]","['sudden', 'sudden', 'sudden']",5288
log_106_1708942846.xes,[],[],[],[],,,,,[],[],4617
log_1070_1708942930.xes,[],[],[],[],,,,,[],[],1577
log_1071_1708942931.xes,"[(1498, 1498)]","[(1309, 1621), (2627, 3128), (4462, 4462)]",['sudden'],"['gradual', 'gradual', 'sudden']",,,,,"[nan, nan, nan, 'sudden']","['gradual', 'gradual', 'sudden', nan]",6181
log_1072_1708942947.xes,"[(3852, 3852), (5001, 5001)]","[(1967, 2484), (3851, 3851), (4917, 5219)]","['sudden', 'sudden']","['gradual', 'sudden', 'gradual']",0.4,0.5,0.3333333333333333,2.0,"['sudden', nan, nan, 'sudden']","['sudden', 'gradual', 'gradual', nan]",7139
log_1073_1708942952.xes,"[(1905, 1905)]","[(1859, 1859)]",['sudden'],['sudden'],1.0,1.0,1.0,92.0,['sudden'],['sudden'],2992
log_1074_1708942954.xes,"[(1556, 1556)]","[(1510, 1510)]",['sudden'],['sudden'],1.0,1.0,1.0,92.0,['sudden'],['sudden'],2739
log_1075_1708942957.xes,[],"[(1432, 1924), (3502, 4046)]",[],"['gradual', 'gradual']",,,,,"[nan, nan]","['gradual', 'gradual']",5698
log_1076_1708942961.xes,"[(1051, 1051), (2637, 2637)]","[(1047, 1047), (2626, 2626)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,15.0,"['sudden', 'sudden']","['sudden', 'sudden']",3676
log_1077_1708942963.xes,"[(3318, 3318)]","[(1994, 1994), (3200, 3745)]",['sudden'],"['sudden', 'gradual']",,,,,"[nan, nan, 'sudden']","['sudden', 'gradual', nan]",5016
log_1078_1708942966.xes,"[(2490, 2490)]","[(1628, 1628)]",['sudden'],['sudden'],,,,,"[nan, 'sudden']","['sudden', nan]",3098
log_1079_1708942969.xes,[],"[(1154, 1515), (2815, 3173)]",[],"['gradual', 'gradual']",,,,,"[nan, nan]","['gradual', 'gradual']",5048
log_107_1708942849.xes,[],"[(1063, 1063), (2110, 2597), (3743, 3743)]",[],"['sudden', 'gradual', 'sudden']",,,,,"[nan, nan, nan]","['sudden', 'gradual', 'sudden']",5599
log_1080_1708942973.xes,"[(4325, 4325)]","[(1891, 2208), (4181, 4181)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,288.0,"['sudden', nan]","['sudden', 'gradual']",5329
log_1081_1708942983.xes,[],"[(1865, 1865)]",[],['sudden'],,,,,[nan],['sudden'],3691
log_1082_1708942988.xes,"[(1720, 1720), (2887, 2887), (4846, 4846)]","[(1750, 1750), (2896, 3478), (4871, 5194)]","['sudden', 'sudden', 'sudden']","['sudden', 'gradual', 'gradual']",0.3333333333333333,0.3333333333333333,0.3333333333333333,60.0,"['sudden', nan, nan, 'sudden', 'sudden']","['sudden', 'gradual', 'gradual', nan, nan]",6601
log_1083_1708942995.xes,"[(1708, 1708), (3421, 3421)]","[(1408, 1957), (3317, 3317), (5036, 5036)]","['sudden', 'sudden']","['gradual', 'sudden', 'sudden']",0.4,0.5,0.3333333333333333,208.0,"['sudden', nan, nan, 'sudden']","['sudden', 'gradual', 'sudden', nan]",6280
log_1084_1708943001.xes,[],[],[],[],,,,,[],[],4492
log_1085_1708943004.xes,"[(3214, 3214)]","[(1255, 1844), (3102, 3102)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,224.0,"['sudden', nan]","['sudden', 'gradual']",4829
log_1086_1708943011.xes,[],"[(1871, 2380)]",[],['gradual'],,,,,[nan],['gradual'],4002
log_1087_1708943018.xes,"[(3493, 4582)]",[],['gradual'],[],,,,,['gradual'],[nan],5748
log_1088_1708943022.xes,[],"[(1851, 1851), (2990, 3568)]",[],"['sudden', 'gradual']",,,,,"[nan, nan]","['sudden', 'gradual']",4779
log_1089_1708943029.xes,"[(1697, 1697)]","[(1741, 1741), (2843, 3359), (5102, 5102)]",['sudden'],"['sudden', 'gradual', 'sudden']",0.5,1.0,0.3333333333333333,88.0,"['sudden', nan, nan]","['sudden', 'gradual', 'sudden']",6446
log_108_1708942855.xes,"[(1457, 1457), (3223, 3223)]","[(1159, 1549), (3229, 3229)]","['sudden', 'sudden']","['gradual', 'sudden']",0.5,0.5,0.5,12.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",4905
log_1090_1708943038.xes,[],"[(1690, 2206), (3516, 3516)]",[],"['gradual', 'sudden']",,,,,"[nan, nan]","['gradual', 'sudden']",4791
log_1091_1708943045.xes,"[(2182, 2182)]","[(1737, 2245)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3938
log_1092_1708943050.xes,[],"[(1490, 1490)]",[],['sudden'],,,,,[nan],['sudden'],3394
log_1093_1708943051.xes,"[(3683, 5617)]","[(1109, 1610), (3383, 3772), (5669, 5669)]",['gradual'],"['gradual', 'gradual', 'sudden']",,,,,"[nan, nan, nan, 'gradual']","['gradual', 'gradual', 'sudden', nan]",6978
log_1094_1708943053.xes,"[(3938, 3938)]","[(1777, 2078), (3797, 3797)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,282.0,"['sudden', nan]","['sudden', 'gradual']",5001
log_1095_1708943057.xes,[],"[(1857, 2326), (4176, 4176), (6044, 6044)]",[],"['gradual', 'sudden', 'sudden']",,,,,"[nan, nan, nan]","['gradual', 'sudden', 'sudden']",7172
log_1096_1708943060.xes,[],"[(1636, 2100)]",[],['gradual'],,,,,[nan],['gradual'],3668
log_1097_1708943062.xes,"[(3101, 3101)]","[(1425, 1939), (3084, 3662)]",['sudden'],"['gradual', 'gradual']",,,,,"[nan, nan, 'sudden']","['gradual', 'gradual', nan]",4943
log_1098_1708943068.xes,"[(1207, 1207), (1492, 1492)]","[(1500, 1500)]","['sudden', 'sudden']",['sudden'],0.6666666666666666,0.5,1.0,16.0,"['sudden', 'sudden']","['sudden', nan]",3421
log_1099_1708943070.xes,[],"[(1312, 1872)]",[],['gradual'],,,,,[nan],['gradual'],3662
log_109_1708942861.xes,"[(144, 144), (1946, 1946), (3751, 3751)]","[(1938, 1938), (3761, 4290)]","['sudden', 'sudden', 'sudden']","['sudden', 'gradual']",0.4,0.3333333333333333,0.5,16.0,"['sudden', nan, 'sudden', 'sudden']","['sudden', 'gradual', nan, nan]",5919
log_10_1708942765.xes,[],"[(1659, 2151)]",[],['gradual'],,,,,[nan],['gradual'],3360
log_1100_1708943077.xes,"[(175, 1254)]","[(1223, 1223)]",['gradual'],['sudden'],,,,,"[nan, 'gradual']","['sudden', nan]",2235
log_1101_1708943078.xes,[],"[(1832, 1832), (3044, 3579)]",[],"['sudden', 'gradual']",,,,,"[nan, nan]","['sudden', 'gradual']",4607
log_1102_1708943080.xes,"[(2321, 2321)]","[(1947, 2434), (3564, 3564)]",['sudden'],"['gradual', 'sudden']",,,,,"[nan, nan, 'sudden']","['gradual', 'sudden', nan]",4600
log_1103_1708942893.xes,"[(1213, 1213)]","[(1097, 1097)]",['sudden'],['sudden'],1.0,1.0,1.0,232.0,['sudden'],['sudden'],2953
log_1104_1708942895.xes,"[(2034, 2034), (3485, 3485), (5002, 5002)]","[(1933, 1933), (3406, 3406), (4971, 4971)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,140.66666666666666,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",6950
log_1105_1708942902.xes,"[(3480, 3480)]",[],['sudden'],[],,,,,['sudden'],[nan],5442
log_1106_1708942905.xes,"[(1647, 1647), (3282, 3282)]","[(1377, 1748), (3234, 3785)]","['sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden']","['gradual', 'gradual', nan, nan]",5654
log_1107_1708942912.xes,"[(1916, 1916), (3766, 3766)]","[(1836, 1836), (3777, 3777)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,91.0,"['sudden', 'sudden']","['sudden', 'sudden']",5356
log_1108_1708942920.xes,"[(1486, 1486)]","[(1367, 1367)]",['sudden'],['sudden'],1.0,1.0,1.0,238.0,['sudden'],['sudden'],3124
log_1109_1708942923.xes,"[(1682, 1682)]","[(1630, 1630), (3466, 3466), (5028, 5028)]",['sudden'],"['sudden', 'sudden', 'sudden']",0.5,1.0,0.3333333333333333,104.0,"['sudden', nan, nan]","['sudden', 'sudden', 'sudden']",6735
log_110_1708942867.xes,"[(1794, 1794), (3799, 3799), (5590, 5590)]","[(1725, 2050), (3816, 3816), (5601, 6023)]","['sudden', 'sudden', 'sudden']","['gradual', 'sudden', 'gradual']",0.3333333333333333,0.3333333333333333,0.3333333333333333,34.0,"['sudden', nan, nan, 'sudden', 'sudden']","['sudden', 'gradual', 'gradual', nan, nan]",7064
log_1110_1708942930.xes,[],"[(1849, 2248), (3900, 4362), (5512, 6065)]",[],"['gradual', 'gradual', 'gradual']",,,,,"[nan, nan, nan]","['gradual', 'gradual', 'gradual']",7693
log_1111_1708942936.xes,"[(1974, 1974)]","[(1601, 1601), (2671, 2996)]",['sudden'],"['sudden', 'gradual']",,,,,"[nan, nan, 'sudden']","['sudden', 'gradual', nan]",4931
log_1112_1708942954.xes,"[(1613, 1613)]","[(1550, 1550)]",['sudden'],['sudden'],1.0,1.0,1.0,126.0,['sudden'],['sudden'],3421
log_1113_1708942959.xes,[],[],[],[],,,,,[],[],7212
log_1114_1708942963.xes,[],[],[],[],,,,,[],[],2600
log_1115_1708942965.xes,[],"[(1410, 1754)]",[],['gradual'],,,,,[nan],['gradual'],3314
log_1116_1708942966.xes,[],"[(1477, 1827), (3256, 3256)]",[],"['gradual', 'sudden']",,,,,"[nan, nan]","['gradual', 'sudden']",4563
log_1117_1708942971.xes,[],[],[],[],,,,,[],[],4196
log_1118_1708942975.xes,"[(2562, 2562)]","[(1904, 2465)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",4334
log_1119_1708942980.xes,"[(1040, 1040), (2117, 2117)]","[(1017, 1017), (2064, 2064)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,76.0,"['sudden', 'sudden']","['sudden', 'sudden']",3337
log_111_1708942873.xes,"[(1660, 1660), (2878, 2878)]","[(1678, 1678), (2901, 2901)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,41.0,"['sudden', 'sudden']","['sudden', 'sudden']",3920
log_1120_1708942985.xes,"[(1894, 1894), (3638, 3638)]","[(1647, 2090), (3560, 3560)]","['sudden', 'sudden']","['gradual', 'sudden']",0.5,0.5,0.5,156.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",5244
log_1121_1708942987.xes,[],[],[],[],,,,,[],[],4113
log_1122_1708942992.xes,"[(1332, 1332)]","[(1338, 1338)]",['sudden'],['sudden'],1.0,1.0,1.0,12.0,['sudden'],['sudden'],2826
log_1123_1708942997.xes,[],"[(1781, 2109)]",[],['gradual'],,,,,[nan],['gradual'],3735
log_1124_1708942999.xes,"[(1981, 1981), (2969, 2969)]","[(1960, 1960), (3018, 3323)]","['sudden', 'sudden']","['sudden', 'gradual']",0.5,0.5,0.5,42.0,"['sudden', nan, 'sudden']","['sudden', 'gradual', nan]",4599
log_1125_1708943005.xes,"[(112, 112)]",[],['sudden'],[],,,,,['sudden'],[nan],2722
log_1126_1708943006.xes,[],[],[],[],,,,,[],[],3408
log_1127_1708943009.xes,[],[],[],[],,,,,[],[],4608
log_1128_1708943011.xes,"[(1427, 1427)]","[(1332, 1332)]",['sudden'],['sudden'],1.0,1.0,1.0,190.0,['sudden'],['sudden'],2889
log_1129_1708943014.xes,[],[],[],[],,,,,[],[],5967
log_112_1708942876.xes,[],"[(1709, 2009), (3390, 3975), (5276, 5829)]",[],"['gradual', 'gradual', 'gradual']",,,,,"[nan, nan, nan]","['gradual', 'gradual', 'gradual']",7736
log_1130_1708943017.xes,"[(1962, 1962), (3577, 3577), (5447, 5447)]","[(1757, 2088), (3524, 3979), (5412, 5412)]","['sudden', 'sudden', 'sudden']","['gradual', 'gradual', 'sudden']",0.3333333333333333,0.3333333333333333,0.3333333333333333,70.0,"['sudden', nan, nan, 'sudden', 'sudden']","['sudden', 'gradual', 'gradual', nan, nan]",6498
log_1131_1708943022.xes,"[(2281, 2281)]","[(1620, 2070)]",['sudden'],['gradual'],,,,,"[nan, 'sudden']","['gradual', nan]",3814
log_1132_1708943029.xes,[],"[(1969, 2369)]",[],['gradual'],,,,,[nan],['gradual'],3881
log_1133_1708943033.xes,[],"[(1333, 1932)]",[],['gradual'],,,,,[nan],['gradual'],3437
log_1134_1708943035.xes,[],"[(1213, 1213), (3090, 3090), (4249, 4249)]",[],"['sudden', 'sudden', 'sudden']",,,,,"[nan, nan, nan]","['sudden', 'sudden', 'sudden']",5789
log_1135_1708943042.xes,"[(1058, 1058)]","[(1032, 1032)]",['sudden'],['sudden'],1.0,1.0,1.0,52.0,['sudden'],['sudden'],2363
log_1136_1708943043.xes,"[(1967, 1967)]","[(1951, 1951), (3126, 3126), (4438, 4438)]",['sudden'],"['sudden', 'sudden', 'sudden']",0.5,1.0,0.3333333333333333,32.0,"['sudden', nan, nan]","['sudden', 'sudden', 'sudden']",6398
log_1137_1708943051.xes,"[(1678, 1678)]","[(1545, 1545)]",['sudden'],['sudden'],,,,,"[nan, 'sudden']","['sudden', nan]",2655
log_1138_1708943055.xes,[],[],[],[],,,,,[],[],3158
log_1139_1708943057.xes,"[(1493, 1493), (5311, 5311), (5729, 5729)]","[(1646, 2016), (3953, 4526)]","['sudden', 'sudden', 'sudden']","['gradual', 'gradual']",,,,,"[nan, nan, 'sudden', 'sudden', 'sudden']","['gradual', 'gradual', nan, nan, nan]",6347
