,log_name,noise_level,complexity,drift_pattern,n_drifts,n_change_points,n_sudden,n_gradual,drift_type,actual_cp,detected_cp,log_size,lag,lag_indices,TP,FP,FN_TP
113,log_1026_1708943068.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],6028,0.01,60,0,0,0
114,log_1026_1708943068.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1988, 3771]",[],6028,0.01,60,0,0,2
115,log_1026_1708943068.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[2495, 4368]",[],6028,0.01,60,0,0,2
116,log_1027_1708942889.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],3295,0.01,32,0,0,0
117,log_1027_1708942889.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1655],[1800],3295,0.01,32,0,1,1
118,log_1027_1708942889.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],3295,0.01,32,0,0,0
119,log_1027_1708942889.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],3295,0.01,32,0,0,0
120,log_1028_1708942893.xes,0.3,na,['gradual'],1,2,0,1,no_drift,[],[0],4239,0.01,42,0,1,0
121,log_1028_1708942893.xes,0.3,na,['gradual'],1,2,0,1,sudden,[],[],4239,0.01,42,0,0,0
122,log_1028_1708942893.xes,0.3,na,['gradual'],1,2,0,1,gradual_start,[1924],[],4239,0.01,42,0,0,1
123,log_1028_1708942893.xes,0.3,na,['gradual'],1,2,0,1,gradual_end,[2309],[],4239,0.01,42,0,0,1
124,log_1029_1708942897.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,no_drift,[],[],7180,0.01,71,0,0,0
125,log_1029_1708942897.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,sudden,[3960],"[1632, 3907, 5337]",7180,0.01,71,1,2,1
126,log_1029_1708942897.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_start,"[1609, 5375]",[],7180,0.01,71,0,0,2
127,log_1029_1708942897.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_end,"[2175, 5907]",[],7180,0.01,71,0,0,2
128,log_102_1708942825.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5845,0.01,58,0,0,0
129,log_102_1708942825.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3873],[1999],5845,0.01,58,0,1,1
130,log_102_1708942825.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1689],[],5845,0.01,58,0,0,1
131,log_102_1708942825.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[2008],[],5845,0.01,58,0,0,1
132,log_1030_1708942904.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],3265,0.01,32,0,0,0
133,log_1030_1708942904.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1851],[1879],3265,0.01,32,1,0,1
134,log_1030_1708942904.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],3265,0.01,32,0,0,0
135,log_1030_1708942904.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],3265,0.01,32,0,0,0
136,log_1031_1708942906.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],4750,0.01,47,0,0,0
137,log_1031_1708942906.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],"[1145, 2579]",4750,0.01,47,0,2,0
138,log_1031_1708942906.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1099, 2580]",[],4750,0.01,47,0,0,2
139,log_1031_1708942906.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1531, 3130]",[],4750,0.01,47,0,0,2
140,log_1032_1708942909.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5055,0.01,50,0,0,0
141,log_1032_1708942909.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3094],[3225],5055,0.01,50,0,1,1
142,log_1032_1708942909.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1058],[],5055,0.01,50,0,0,1
143,log_1032_1708942909.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1460],[],5055,0.01,50,0,0,1
144,log_1033_1708942922.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,no_drift,[],[],6253,0.01,62,0,0,0
145,log_1033_1708942922.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,sudden,[1311],[1294],6253,0.01,62,1,0,1
146,log_1033_1708942922.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_start,"[2518, 4629]",[],6253,0.01,62,0,0,2
147,log_1033_1708942922.xes,0.0,na,"['sudden', 'gradual', 'gradual']",3,5,1,2,gradual_end,"[3019, 5199]",[],6253,0.01,62,0,0,2
148,log_1034_1708942931.xes,0.3,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,no_drift,[],[],5999,0.01,59,0,0,0
149,log_1034_1708942931.xes,0.3,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,sudden,"[1174, 2552]",[1805],5999,0.01,59,0,1,2
150,log_1034_1708942931.xes,0.3,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,gradual_start,[4224],[],5999,0.01,59,0,0,1
151,log_1034_1708942931.xes,0.3,na,"['sudden', 'sudden', 'gradual']",3,4,2,1,gradual_end,[4695],[],5999,0.01,59,0,0,1
152,log_1035_1708942945.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,no_drift,[],[],5700,0.01,57,0,0,0
153,log_1035_1708942945.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,sudden,[2708],"[1248, 2741, 4367]",5700,0.01,57,1,2,1
154,log_1035_1708942945.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_start,"[1169, 4313]",[],5700,0.01,57,0,0,2
155,log_1035_1708942945.xes,0.0,na,"['gradual', 'sudden', 'gradual']",3,5,1,2,gradual_end,"[1481, 4630]",[],5700,0.01,57,0,0,2
156,log_1036_1708942947.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4203,0.01,42,0,0,0
157,log_1036_1708942947.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1730, 2860]",[1905],4203,0.01,42,0,1,2
158,log_1036_1708942947.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4203,0.01,42,0,0,0
159,log_1036_1708942947.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4203,0.01,42,0,0,0
160,log_1037_1708942957.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6725,0.01,67,0,0,0
161,log_1037_1708942957.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3672, 5189]","[1324, 1890, 3676, 5185]",6725,0.01,67,2,2,2
162,log_1037_1708942957.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1825],[],6725,0.01,67,0,0,1
163,log_1037_1708942957.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[2320],[],6725,0.01,67,0,0,1
164,log_1038_1708942959.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],6019,0.01,60,0,0,0
165,log_1038_1708942959.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],"[2021, 3910]",6019,0.01,60,0,2,0
166,log_1038_1708942959.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1582, 3841]",[],6019,0.01,60,0,0,2
167,log_1038_1708942959.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[2136, 4282]",[],6019,0.01,60,0,0,2
168,log_1039_1708942967.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6373,0.01,63,0,0,0
169,log_1039_1708942967.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3341, 4390]",[1952],6373,0.01,63,0,1,2
170,log_1039_1708942967.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1620],[],6373,0.01,63,0,0,1
171,log_1039_1708942967.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1954],[],6373,0.01,63,0,0,1
172,log_103_1708942831.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],4774,0.01,47,0,0,0
173,log_103_1708942831.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1145],[3620],4774,0.01,47,0,1,1
174,log_103_1708942831.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2981],[],4774,0.01,47,0,0,1
175,log_103_1708942831.xes,0.6,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[3282],[],4774,0.01,47,0,0,1
176,log_1040_1708942977.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],2370,0.01,23,0,0,0
177,log_1040_1708942977.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1144],[1165],2370,0.01,23,1,0,1
178,log_1040_1708942977.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],2370,0.01,23,0,0,0
179,log_1040_1708942977.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],2370,0.01,23,0,0,0
180,log_1041_1708942979.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],2607,0.01,26,0,0,0
181,log_1041_1708942979.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1195],[1189],2607,0.01,26,1,0,1
182,log_1041_1708942979.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],2607,0.01,26,0,0,0
183,log_1041_1708942979.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],2607,0.01,26,0,0,0
184,log_1042_1708942980.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],2603,0.01,26,0,0,0
185,log_1042_1708942980.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1324],[1346],2603,0.01,26,1,0,1
186,log_1042_1708942980.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],2603,0.01,26,0,0,0
187,log_1042_1708942980.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],2603,0.01,26,0,0,0
188,log_1043_1708942982.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[],3295,0.01,32,0,0,0
189,log_1043_1708942982.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1822],[1930],3295,0.01,32,0,1,1
190,log_1043_1708942982.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],3295,0.01,32,0,0,0
191,log_1043_1708942982.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],3295,0.01,32,0,0,0
192,log_1044_1708942989.xes,0.3,na,['gradual'],1,2,0,1,no_drift,[],[0],3443,0.01,34,0,1,0
193,log_1044_1708942989.xes,0.3,na,['gradual'],1,2,0,1,sudden,[],[],3443,0.01,34,0,0,0
194,log_1044_1708942989.xes,0.3,na,['gradual'],1,2,0,1,gradual_start,[1041],[],3443,0.01,34,0,0,1
195,log_1044_1708942989.xes,0.3,na,['gradual'],1,2,0,1,gradual_end,[1612],[],3443,0.01,34,0,0,1
196,log_1045_1708942991.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],4638,0.01,46,0,0,0
197,log_1045_1708942991.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],"[1411, 2768]",4638,0.01,46,0,2,0
198,log_1045_1708942991.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1162, 2708]",[],4638,0.01,46,0,0,2
199,log_1045_1708942991.xes,0.6,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1596, 3098]",[],4638,0.01,46,0,0,2
200,log_1046_1708942996.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],1658,0.01,16,1,0,1
201,log_1046_1708942996.xes,0.6,na,[],0,0,0,0,sudden,[],[],1658,0.01,16,0,0,0
202,log_1046_1708942996.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],1658,0.01,16,0,0,0
203,log_1046_1708942996.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],1658,0.01,16,0,0,0
204,log_1047_1708942998.xes,0.3,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4803,0.01,48,0,0,0
