log_name,drift_types,change_trace_idx
log_1040_1708942977.xes,sudden,"[(1165, 1165)]"
log_1041_1708942979.xes,sudden,"[(1187, 1187)]"
log_1042_1708942980.xes,sudden,"[(1346, 1346)]"
log_1043_1708942982.xes,sudden,"[(1933, 1933)]"
log_1044_1708942989.xes,,
log_1045_1708942991.xes,"sudden, sudden","[(1392, 1392), (2768, 2768)]"
log_1046_1708942996.xes,,
log_1047_1708942998.xes,sudden,"[(1489, 1489)]"
log_1048_1708943006.xes,,
log_1049_1708943012.xes,sudden,"[(2283, 2283)]"
log_104_1708942838.xes,"sudden, sudden, sudden","[(2000, 2000), (3572, 3572), (5525, 5525)]"
log_1050_1708943014.xes,sudden,"[(1591, 1591)]"
log_1051_1708943029.xes,sudden,"[(1177, 1177)]"
log_1052_1708943031.xes,,
log_1053_1708943033.xes,sudden,"[(1556, 1556)]"
log_1054_1708943035.xes,sudden,"[(1609, 1609)]"
log_1055_1708943045.xes,sudden,"[(1326, 1326)]"
log_1056_1708943050.xes,,
log_1057_1708943057.xes,,
log_1058_1708943060.xes,,
log_1059_1708943063.xes,,
log_105_1708942842.xes,"sudden, sudden","[(2004, 2004), (4260, 4260)]"
log_1060_1708943070.xes,,
log_1061_1708943071.xes,sudden,"[(1649, 1649)]"
log_1062_1708943075.xes,sudden,"[(1196, 1196)]"
log_1063_1708943076.xes,sudden,"[(1143, 1143)]"
log_1064_1708943078.xes,sudden,"[(2027, 2027)]"
log_1065_1708942892.xes,,
log_1066_1708942905.xes,,
log_1067_1708942908.xes,,
log_1068_1708942915.xes,sudden,"[(1519, 1519)]"
log_1069_1708942918.xes,,
log_106_1708942846.xes,,
log_1070_1708942930.xes,,
log_1071_1708942931.xes,sudden,"[(1491, 1491)]"
log_1072_1708942947.xes,"sudden, sudden","[(2117, 2117), (3871, 3871)]"
log_1073_1708942952.xes,sudden,"[(1905, 1905)]"
log_1074_1708942954.xes,sudden,"[(1535, 1535)]"
log_1075_1708942957.xes,sudden,"[(1684, 1684)]"
log_1076_1708942961.xes,"sudden, sudden","[(949, 949), (2634, 2634)]"
log_1077_1708942963.xes,"sudden, sudden","[(2105, 2105), (3353, 3353)]"
log_1078_1708942966.xes,sudden,"[(2449, 2449)]"
log_1079_1708942969.xes,,
log_107_1708942849.xes,,
log_1080_1708942973.xes,sudden,"[(4317, 4317)]"
log_1081_1708942983.xes,,
log_1082_1708942988.xes,,
log_1083_1708942995.xes,"sudden, sudden","[(1696, 1696), (3421, 3421)]"
log_1084_1708943001.xes,,
log_1085_1708943004.xes,sudden,"[(3246, 3246)]"
log_1086_1708943011.xes,,
log_1087_1708943018.xes,sudden,"[(2702, 2702)]"
log_1088_1708943022.xes,sudden,"[(2187, 2187)]"
log_1089_1708943029.xes,sudden,"[(1698, 1698)]"
log_108_1708942855.xes,"sudden, sudden","[(1341, 1341), (3251, 3251)]"
log_1090_1708943038.xes,"sudden, sudden","[(1970, 1970), (3545, 3545)]"
log_1091_1708943045.xes,,
log_1092_1708943050.xes,sudden,"[(1540, 1540)]"
log_1093_1708943051.xes,"sudden, sudden","[(1341, 1341), (3403, 3403)]"
log_1094_1708943053.xes,sudden,"[(3892, 3892)]"
log_1095_1708943057.xes,"sudden, sudden, sudden","[(1943, 1943), (4206, 4206), (6073, 6073)]"
log_1096_1708943060.xes,,
log_1097_1708943062.xes,"sudden, sudden","[(1729, 1729), (3217, 3217)]"
log_1098_1708943068.xes,sudden,"[(1489, 1489)]"
log_1099_1708943070.xes,sudden,"[(1518, 1518)]"
log_109_1708942861.xes,"sudden, sudden","[(1958, 1958), (3765, 3765)]"
log_10_1708942765.xes,sudden,"[(1958, 1958)]"
log_1100_1708943077.xes,sudden,"[(1329, 1329)]"
log_1101_1708943078.xes,"sudden, sudden","[(1864, 1864), (3081, 3081)]"
log_1102_1708943080.xes,sudden,"[(2321, 2321)]"
log_1103_1708942893.xes,sudden,"[(1243, 1243)]"
log_1104_1708942895.xes,,
log_1105_1708942902.xes,,
log_1106_1708942905.xes,"sudden, sudden","[(1682, 1682), (3325, 3325)]"
log_1107_1708942912.xes,"sudden, sudden","[(1966, 1966), (3788, 3788)]"
log_1108_1708942920.xes,sudden,"[(1439, 1439)]"
log_1109_1708942923.xes,"sudden, sudden, sudden","[(1662, 1662), (3500, 3500), (5068, 5068)]"
log_110_1708942867.xes,"sudden, sudden, sudden","[(1756, 1756), (3799, 3799), (5603, 5603)]"
log_1110_1708942930.xes,"sudden, sudden, sudden","[(2116, 2116), (4038, 4038), (5710, 5710)]"
log_1111_1708942936.xes,sudden,"[(2011, 2011)]"
log_1112_1708942954.xes,sudden,"[(1654, 1654)]"
log_1113_1708942959.xes,,
log_1114_1708942963.xes,,
log_1115_1708942965.xes,sudden,"[(1756, 1756)]"
log_1116_1708942966.xes,"sudden, sudden","[(1862, 1862), (3349, 3349)]"
log_1117_1708942971.xes,,
log_1118_1708942975.xes,sudden,"[(2570, 2570)]"
log_1119_1708942980.xes,"sudden, sudden","[(1043, 1043), (2113, 2113)]"
log_111_1708942873.xes,,
log_1120_1708942985.xes,"sudden, sudden","[(1858, 1858), (3642, 3642)]"
log_1121_1708942987.xes,,
log_1122_1708942992.xes,sudden,"[(1332, 1332)]"
log_1123_1708942997.xes,sudden,"[(2000, 2000)]"
log_1124_1708942999.xes,sudden,"[(1962, 1962)]"
log_1125_1708943005.xes,,
log_1126_1708943006.xes,,
log_1127_1708943009.xes,,
log_1128_1708943011.xes,sudden,"[(1411, 1411)]"
log_1129_1708943014.xes,,
log_112_1708942876.xes,,
log_1130_1708943017.xes,"sudden, sudden, sudden","[(1959, 1959), (3568, 3568), (5461, 5461)]"
log_1131_1708943022.xes,sudden,"[(2053, 2053)]"
log_1132_1708943029.xes,sudden,"[(2247, 2247)]"
log_1133_1708943033.xes,sudden,"[(1599, 1599)]"
log_1134_1708943035.xes,"gradual, sudden","[(1712, 2871), (4437, 4437)]"
log_1135_1708943042.xes,sudden,"[(1087, 1087)]"
log_1136_1708943043.xes,sudden,"[(1958, 1958)]"
log_1137_1708943051.xes,sudden,"[(1762, 1762)]"
log_1138_1708943055.xes,,
log_1139_1708943057.xes,"sudden, sudden","[(1912, 1912), (4000, 4000)]"
log_113_1708942882.xes,"sudden, sudden","[(1608, 1608), (3823, 3823)]"
log_1140_1708943060.xes,sudden,"[(1725, 1725)]"
log_1141_1708942896.xes,sudden,"[(1684, 1684)]"
log_1142_1708942901.xes,"sudden, sudden","[(1797, 1797), (5146, 5146)]"
log_1143_1708942909.xes,,
log_1144_1708942911.xes,sudden,"[(2069, 2069)]"
log_1145_1708942914.xes,"sudden, sudden, sudden","[(2207, 2207), (3774, 3774), (5414, 5414)]"
log_1146_1708942920.xes,"sudden, sudden, sudden","[(1489, 1489), (3575, 3575), (5515, 5515)]"
log_1147_1708942928.xes,"sudden, sudden","[(1741, 1741), (3904, 3904)]"
log_1148_1708942935.xes,,
log_1149_1708942951.xes,,
log_114_1708942887.xes,,
log_1150_1708942952.xes,sudden,"[(2564, 2564)]"
log_1151_1708942958.xes,sudden,"[(2363, 2363)]"
log_1152_1708942961.xes,,
log_1153_1708942963.xes,sudden,"[(1560, 1560)]"
log_1154_1708942968.xes,,
log_1155_1708942969.xes,sudden,"[(1519, 1519)]"
log_1156_1708942971.xes,sudden,"[(3209, 3209)]"
log_1157_1708942980.xes,,
log_1158_1708942982.xes,"sudden, sudden","[(1666, 1666), (3470, 3470)]"
log_1159_1708942985.xes,,
log_115_1708942732.xes,,
log_1160_1708942991.xes,,
log_1161_1708942993.xes,sudden,"[(1851, 1851)]"
log_1162_1708942996.xes,"sudden, sudden, sudden","[(1383, 1383), (2927, 2927), (4522, 4522)]"
log_1163_1708943003.xes,,
log_1164_1708943005.xes,,
log_1165_1708943010.xes,sudden,"[(1849, 1849)]"
log_1166_1708943014.xes,,
log_1167_1708943016.xes,gradual,"[(2793, 2910)]"
log_1168_1708943034.xes,sudden,"[(2233, 2233)]"
log_1169_1708943045.xes,,
log_116_1708942735.xes,,
log_1170_1708943052.xes,sudden,"[(1687, 1687)]"
log_1171_1708943055.xes,,
log_1172_1708943057.xes,sudden,"[(1626, 1626)]"
log_1173_1708943067.xes,,
log_1174_1708943070.xes,"sudden, sudden","[(1284, 1284), (2991, 2991)]"
log_1175_1708943075.xes,,
log_1176_1708943079.xes,"sudden, sudden","[(1356, 1356), (2878, 2878)]"
log_1177_1708943081.xes,,
log_1178_1708943084.xes,,
log_1179_1708942897.xes,"sudden, sudden","[(1936, 1936), (3904, 3904)]"
log_117_1708942736.xes,"sudden, sudden, sudden","[(1426, 1426), (2749, 2749), (4440, 4440)]"
log_1180_1708942904.xes,"sudden, sudden, sudden","[(2019, 2019), (3114, 3114), (5489, 5489)]"
log_1181_1708942911.xes,,
log_1182_1708942913.xes,,
log_1183_1708942916.xes,,
log_1184_1708942920.xes,"sudden, sudden","[(1786, 1786), (3548, 3548)]"
log_1185_1708942923.xes,,
log_1186_1708942928.xes,sudden,"[(1810, 1810)]"
log_1187_1708942933.xes,,
log_1188_1708942939.xes,sudden,"[(1441, 1441)]"
log_1189_1708942942.xes,,
log_118_1708942740.xes,sudden,"[(1136, 1136)]"
log_1190_1708942949.xes,,
log_1191_1708942959.xes,sudden,"[(1783, 1783)]"
log_1192_1708942962.xes,,
log_1193_1708942964.xes,,
log_1194_1708942965.xes,"sudden, sudden, sudden","[(2245, 2245), (4349, 4349), (5884, 5884)]"
log_1195_1708942971.xes,,
log_1196_1708942978.xes,,
log_1197_1708942981.xes,sudden,"[(1414, 1414)]"
log_1198_1708942983.xes,,
log_1199_1708942984.xes,sudden,"[(609, 609)]"
log_119_1708942749.xes,gradual,"[(3543, 3948)]"
log_11_1708942767.xes,"sudden, sudden, sudden","[(1196, 1196), (3173, 3173), (5114, 5114)]"
log_1200_1708942996.xes,,
log_1201_1708943000.xes,,
log_1202_1708943006.xes,,
log_1203_1708943010.xes,,
log_1204_1708943011.xes,sudden,"[(2277, 2277)]"
log_1205_1708943016.xes,sudden,"[(1592, 1592)]"
log_1206_1708943018.xes,sudden,"[(1507, 1507)]"
log_1207_1708943021.xes,,
log_1208_1708943027.xes,,
log_1209_1708943029.xes,,
log_120_1708942758.xes,,
log_1210_1708943030.xes,"sudden, sudden","[(1536, 1536), (3487, 3487)]"
log_1211_1708943034.xes,sudden,"[(2155, 2155)]"
log_1212_1708943037.xes,sudden,"[(1201, 1201)]"
log_1213_1708943051.xes,sudden,"[(1397, 1397)]"
log_1214_1708943057.xes,sudden,"[(1709, 1709)]"
log_1215_1708943060.xes,"sudden, sudden","[(1551, 1551), (3180, 3180)]"
log_1216_1708943062.xes,,
log_1217_1708942897.xes,,
log_1218_1708942898.xes,,
log_1219_1708942901.xes,sudden,"[(1665, 1665)]"
log_121_1708942764.xes,sudden,"[(1522, 1522)]"
log_1220_1708942902.xes,,
log_1221_1708942904.xes,,
log_1222_1708942908.xes,sudden,"[(1103, 1103)]"
log_1223_1708942911.xes,"sudden, sudden","[(1426, 1426), (2695, 2695)]"
log_1224_1708942916.xes,,
log_1225_1708942919.xes,,
log_1226_1708942926.xes,sudden,"[(1857, 1857)]"
log_1227_1708942928.xes,"sudden, sudden, sudden","[(1982, 1982), (3898, 3898), (6226, 6226)]"
log_1228_1708942937.xes,"sudden, sudden","[(1525, 1525), (3700, 3700)]"
log_1229_1708942940.xes,sudden,"[(1755, 1755)]"
log_122_1708942770.xes,sudden,"[(1590, 1590)]"
log_1230_1708942952.xes,,
log_1231_1708942955.xes,"sudden, sudden, sudden","[(1025, 1025), (2196, 2196), (4536, 4536)]"
log_1232_1708942960.xes,sudden,"[(1942, 1942)]"
log_1233_1708942964.xes,"sudden, sudden, sudden","[(1255, 1255), (2775, 2775), (4638, 4638)]"
log_1234_1708942975.xes,"sudden, sudden","[(1416, 1416), (3136, 3136)]"
log_1235_1708942979.xes,sudden,"[(1727, 1727)]"
log_1236_1708942984.xes,"sudden, sudden, sudden","[(1399, 1399), (2620, 2620), (4458, 4458)]"
log_1237_1708942988.xes,sudden,"[(1520, 1520)]"
log_1238_1708942992.xes,,
log_1239_1708942996.xes,,
log_123_1708942772.xes,sudden,"[(1877, 1877)]"
log_1240_1708942999.xes,sudden,"[(1938, 1938)]"
log_1241_1708943001.xes,,
log_1242_1708943004.xes,,
log_1243_1708943009.xes,sudden,"[(2153, 2153)]"
log_1244_1708943014.xes,,
log_1245_1708943022.xes,,
log_1246_1708943028.xes,sudden,"[(1305, 1305)]"
log_1247_1708943030.xes,,
log_1248_1708943031.xes,sudden,"[(1125, 1125)]"
log_1249_1708943035.xes,,
log_124_1708942780.xes,,
log_1250_1708943037.xes,,
log_1251_1708943041.xes,"sudden, sudden, sudden","[(1956, 1956), (3290, 3290), (4822, 4822)]"
log_1252_1708943046.xes,"sudden, sudden, sudden","[(1426, 1426), (2979, 2979), (4534, 4534)]"
log_1253_1708943050.xes,sudden,"[(1239, 1239)]"
log_1254_1708943055.xes,,
log_1255_1708942898.xes,"sudden, sudden, sudden","[(1935, 1935), (3613, 3613), (5063, 5063)]"
log_1256_1708942908.xes,sudden,"[(2003, 2003)]"
log_1257_1708942909.xes,sudden,"[(1665, 1665)]"
log_1258_1708942912.xes,sudden,"[(1518, 1518)]"
log_1259_1708942913.xes,,
log_125_1708942783.xes,,
log_1260_1708942915.xes,"sudden, sudden","[(2137, 2137), (3884, 3884)]"
log_1261_1708942923.xes,"sudden, sudden","[(1308, 1308), (3127, 3127)]"
log_1262_1708942927.xes,,
log_1263_1708942929.xes,sudden,"[(2243, 2243)]"
log_1264_1708942937.xes,,
log_1265_1708942939.xes,,
log_1266_1708942941.xes,,
log_1267_1708942944.xes,sudden,"[(3790, 3790)]"
log_1268_1708942955.xes,sudden,"[(1501, 1501)]"
log_1269_1708942957.xes,"gradual, sudden","[(2223, 2387), (3654, 3654)]"
log_126_1708942785.xes,sudden,"[(1535, 1535)]"
log_1270_1708942966.xes,,
log_1271_1708942967.xes,"sudden, sudden, sudden","[(1518, 1518), (2588, 2588), (4851, 4851)]"
log_1272_1708942973.xes,,
log_1273_1708942974.xes,"sudden, sudden","[(1714, 1714), (3708, 3708)]"
log_1274_1708942980.xes,sudden,"[(1862, 1862)]"
log_1275_1708942984.xes,"sudden, sudden","[(1992, 1992), (5197, 5197)]"
log_1276_1708942990.xes,,
log_1277_1708942997.xes,,
log_1278_1708942999.xes,sudden,"[(2272, 2272)]"
log_1279_1708943002.xes,,
log_127_1708942788.xes,,
log_1280_1708943007.xes,,
log_1281_1708943009.xes,sudden,"[(2129, 2129)]"
log_1282_1708943013.xes,sudden,"[(1326, 1326)]"
log_1283_1708943018.xes,sudden,"[(2060, 2060)]"
log_1284_1708943022.xes,,
log_1285_1708943026.xes,"sudden, sudden, sudden","[(1715, 1715), (3194, 3194), (4367, 4367)]"
log_1286_1708943030.xes,sudden,"[(1368, 1368)]"
log_1287_1708943034.xes,sudden,"[(1486, 1486)]"
log_1288_1708943036.xes,,
log_1289_1708943038.xes,,
log_128_1708942792.xes,,
log_1290_1708943043.xes,sudden,"[(1487, 1487)]"
log_1291_1708943051.xes,sudden,"[(1416, 1416)]"
log_1292_1708943054.xes,sudden,"[(1086, 1086)]"
log_1293_1708942899.xes,sudden,"[(1755, 1755)]"
log_1294_1708942906.xes,,
log_1295_1708942909.xes,sudden,"[(1965, 1965)]"
log_1296_1708942914.xes,"sudden, sudden, sudden","[(1117, 1117), (3121, 3121), (5360, 5360)]"
log_1297_1708942922.xes,sudden,"[(1898, 1898)]"
log_1298_1708942925.xes,,
log_1299_1708942935.xes,,
log_129_1708942803.xes,,
log_12_1708942773.xes,"sudden, sudden","[(1705, 1705), (3443, 3443)]"
log_1300_1708942937.xes,sudden,"[(1306, 1306)]"
log_1301_1708942944.xes,sudden,"[(2173, 2173)]"
log_1302_1708942955.xes,,
log_1303_1708942960.xes,,
log_1304_1708942967.xes,"sudden, sudden","[(2032, 2032), (3319, 3319)]"
log_1305_1708942971.xes,sudden,"[(2249, 2249)]"
log_1306_1708942979.xes,,
log_1307_1708942982.xes,sudden,"[(1988, 1988)]"
log_1308_1708942986.xes,,
log_1309_1708942996.xes,,
log_130_1708942804.xes,,
log_1310_1708942999.xes,sudden,"[(1135, 1135)]"
log_1311_1708943002.xes,,
log_1312_1708943003.xes,,
log_1313_1708943007.xes,,
log_1314_1708943010.xes,sudden,"[(1128, 1128)]"
log_1315_1708943013.xes,,
log_1316_1708943021.xes,,
log_1317_1708943029.xes,sudden,"[(1155, 1155)]"
log_1318_1708943032.xes,,
log_1319_1708943037.xes,"sudden, sudden, sudden","[(1945, 1945), (3699, 3699), (5776, 5776)]"
log_131_1708942806.xes,,
log_1320_1708943042.xes,,
log_1321_1708943046.xes,gradual,"[(4265, 4341)]"
log_1322_1708943055.xes,"sudden, sudden","[(2108, 2108), (3112, 3112)]"
log_1323_1708943059.xes,"sudden, sudden","[(1831, 1831), (3844, 3844)]"
log_1324_1708943064.xes,"sudden, sudden","[(1806, 1806), (3095, 3095)]"
log_1325_1708943070.xes,sudden,"[(2106, 2106)]"
log_1326_1708943079.xes,,
log_1327_1708943080.xes,sudden,"[(1952, 1952)]"
log_1328_1708943082.xes,sudden,"[(1267, 1267)]"
log_1329_1708943084.xes,,
log_132_1708942811.xes,,
log_1330_1708943086.xes,sudden,"[(1405, 1405)]"
log_1331_1708942903.xes,,
log_1332_1708942913.xes,,
log_1333_1708942919.xes,,
log_1334_1708942922.xes,,
log_1335_1708942925.xes,sudden,"[(1949, 1949)]"
log_1336_1708942927.xes,sudden,"[(2161, 2161)]"
log_1337_1708942931.xes,,
log_1338_1708942934.xes,sudden,"[(1561, 1561)]"
log_1339_1708942955.xes,"sudden, sudden","[(1225, 1225), (3490, 3490)]"
log_133_1708942816.xes,sudden,"[(1730, 1730)]"
log_1340_1708942960.xes,sudden,"[(1648, 1648)]"
log_1341_1708942964.xes,,
log_1342_1708942965.xes,"sudden, sudden","[(1429, 1429), (3296, 3296)]"
log_1343_1708942969.xes,sudden,"[(2118, 2118)]"
log_1344_1708942972.xes,sudden,"[(1430, 1430)]"
log_1345_1708942974.xes,"sudden, sudden","[(1246, 1246), (2692, 2692)]"
log_1346_1708942978.xes,,
log_1347_1708942984.xes,"sudden, sudden","[(1308, 1308), (2617, 2617)]"
log_1348_1708942986.xes,sudden,"[(1121, 1121)]"
log_1349_1708942988.xes,sudden,"[(1729, 1729)]"
log_134_1708942826.xes,,
log_1350_1708942990.xes,,
log_1351_1708942994.xes,"sudden, sudden, sudden","[(1617, 1617), (3428, 3428), (5274, 5274)]"
log_1352_1708943000.xes,,
log_1353_1708943004.xes,"sudden, sudden","[(1766, 1766), (3500, 3500)]"
log_1354_1708943008.xes,,
log_1355_1708943013.xes,,
log_1356_1708943015.xes,sudden,"[(1774, 1774)]"
log_1357_1708943018.xes,,
log_1358_1708943020.xes,,
log_1359_1708943027.xes,,
log_135_1708942832.xes,"sudden, sudden, sudden","[(1467, 1467), (3374, 3374), (5677, 5677)]"
log_1360_1708943029.xes,sudden,"[(1408, 1408)]"
log_1361_1708943031.xes,,
log_1362_1708943036.xes,sudden,"[(1244, 1244)]"
log_1363_1708943040.xes,,
log_1364_1708943044.xes,sudden,"[(2310, 2310)]"
log_1365_1708943049.xes,sudden,"[(1135, 1135)]"
log_1366_1708943052.xes,sudden,"[(2172, 2172)]"
log_1367_1708943054.xes,"sudden, sudden","[(1961, 1961), (3943, 3943)]"
log_1368_1708943063.xes,"sudden, sudden, sudden","[(1901, 1901), (3698, 3698), (5292, 5292)]"
log_1369_1708942905.xes,,
log_136_1708942839.xes,sudden,"[(1088, 1088)]"
log_1370_1708942907.xes,,
log_1371_1708942910.xes,sudden,"[(1359, 1359)]"
log_1372_1708942917.xes,sudden,"[(2123, 2123)]"
log_1373_1708942923.xes,sudden,"[(1400, 1400)]"
log_1374_1708942926.xes,sudden,"[(1651, 1651)]"
log_1375_1708942930.xes,,
log_1376_1708942934.xes,"sudden, sudden","[(1834, 1834), (3741, 3741)]"
log_1377_1708942944.xes,sudden,"[(2415, 2415)]"
log_1378_1708942952.xes,,
log_1379_1708942958.xes,,
log_137_1708942841.xes,,
log_1380_1708942962.xes,"sudden, sudden, sudden","[(1425, 1425), (2999, 2999), (4705, 4705)]"
log_1381_1708942965.xes,,
log_1382_1708942977.xes,,
log_1383_1708942985.xes,,
log_1384_1708942989.xes,,
log_1385_1708942992.xes,sudden,"[(1481, 1481)]"
log_1386_1708942996.xes,,
log_1387_1708942999.xes,sudden,"[(3305, 3305)]"
log_1388_1708943005.xes,"sudden, sudden","[(1245, 1245), (3439, 3439)]"
log_1389_1708943011.xes,sudden,"[(1503, 1503)]"
log_138_1708942843.xes,sudden,"[(5897, 5897)]"
log_1390_1708943014.xes,sudden,"[(2040, 2040)]"
log_1391_1708943018.xes,sudden,"[(1295, 1295)]"
log_1392_1708943021.xes,,
log_1393_1708943022.xes,gradual,"[(2745, 2900)]"
log_1394_1708943034.xes,"sudden, sudden","[(1415, 1415), (3023, 3023)]"
log_1395_1708943040.xes,,
log_1396_1708943044.xes,sudden,"[(1313, 1313)]"
log_1397_1708943048.xes,,
log_1398_1708943053.xes,sudden,"[(1977, 1977)]"
log_1399_1708943059.xes,"sudden, sudden","[(1761, 1761), (3180, 3180)]"
log_139_1708942856.xes,sudden,"[(2008, 2008)]"
log_13_1708942775.xes,,
log_1400_1708943063.xes,"sudden, sudden, sudden","[(1357, 1357), (3021, 3021), (4663, 4663)]"
log_1401_1708943069.xes,sudden,"[(2154, 2154)]"
log_1402_1708943077.xes,,
log_1403_1708943085.xes,sudden,"[(1769, 1769)]"
log_1404_1708943090.xes,,
log_1405_1708943094.xes,sudden,"[(1542, 1542)]"
log_1406_1708943097.xes,sudden,"[(2026, 2026)]"
log_1407_1708942906.xes,"sudden, sudden","[(1477, 1477), (3107, 3107)]"
log_1408_1708942911.xes,,
log_1409_1708942916.xes,,
log_140_1708942861.xes,,
log_1410_1708942927.xes,,
log_1411_1708942931.xes,,
log_1412_1708942939.xes,,
log_1413_1708942944.xes,,
log_1414_1708942946.xes,,
log_1415_1708942949.xes,,
log_1416_1708942952.xes,,
log_1417_1708942959.xes,sudden,"[(3642, 3642)]"
log_1418_1708942977.xes,,
log_1419_1708942978.xes,sudden,"[(3507, 3507)]"
log_141_1708942865.xes,"sudden, sudden","[(1475, 1475), (3581, 3581)]"
log_1420_1708942983.xes,,
log_1421_1708942985.xes,"sudden, sudden","[(1244, 1244), (2950, 2950)]"
log_1422_1708942989.xes,sudden,"[(1064, 1064)]"
log_1423_1708942991.xes,sudden,"[(2021, 2021)]"
log_1424_1708942995.xes,,
log_1425_1708942997.xes,,
log_1426_1708943001.xes,sudden,"[(2160, 2160)]"
log_1427_1708943018.xes,"sudden, sudden","[(2020, 2020), (4073, 4073)]"
log_1428_1708943024.xes,,
log_1429_1708943026.xes,sudden,"[(1110, 1110)]"
log_142_1708942869.xes,sudden,"[(1151, 1151)]"
log_1430_1708943028.xes,sudden,"[(1111, 1111)]"
log_1431_1708943034.xes,,
log_1432_1708943037.xes,sudden,"[(1725, 1725)]"
log_1433_1708943044.xes,,
log_1434_1708943048.xes,"sudden, sudden","[(1385, 1385), (2558, 2558)]"
log_1435_1708943050.xes,sudden,"[(1527, 1527)]"
log_1436_1708943062.xes,sudden,"[(2314, 2314)]"
log_1437_1708943070.xes,"sudden, sudden, sudden","[(1797, 1797), (2916, 2916), (4744, 4744)]"
log_1438_1708943074.xes,"sudden, sudden, sudden","[(1531, 1531), (2832, 2832), (4422, 4422)]"
log_1439_1708943084.xes,sudden,"[(2191, 2191)]"
log_143_1708942871.xes,,
log_1440_1708943093.xes,"sudden, sudden","[(1559, 1559), (3501, 3501)]"
log_1441_1708943100.xes,gradual,"[(2553, 3207)]"
log_1442_1708943105.xes,,
log_1443_1708943111.xes,,
log_1444_1708943118.xes,,
log_1445_1708942909.xes,sudden,"[(1741, 1741)]"
log_1446_1708942913.xes,,
log_1447_1708942919.xes,"sudden, sudden","[(1821, 1821), (3205, 3205)]"
log_1448_1708942925.xes,sudden,"[(2293, 2293)]"
log_1449_1708942930.xes,,
log_144_1708942877.xes,sudden,"[(2338, 2338)]"
log_1450_1708942937.xes,sudden,"[(1732, 1732)]"
log_1451_1708942941.xes,sudden,"[(2210, 2210)]"
log_1452_1708942950.xes,,
log_1453_1708942954.xes,"sudden, sudden, sudden","[(1558, 1558), (3476, 3476), (5109, 5109)]"
log_1454_1708942964.xes,sudden,"[(3840, 3840)]"
log_1455_1708942967.xes,,
log_1456_1708942969.xes,sudden,"[(2100, 2100)]"
log_1457_1708942972.xes,sudden,"[(1685, 1685)]"
log_1458_1708942974.xes,sudden,"[(1154, 1154)]"
log_1459_1708942983.xes,,
log_145_1708942889.xes,,
log_1460_1708942988.xes,sudden,"[(1022, 1022)]"
log_1461_1708942990.xes,"sudden, sudden","[(2006, 2006), (3762, 3762)]"
log_1462_1708942996.xes,"sudden, sudden, sudden","[(2118, 2118), (4019, 4019), (5828, 5828)]"
log_1463_1708943000.xes,sudden,"[(4193, 4193)]"
log_1464_1708943003.xes,,
log_1465_1708943012.xes,sudden,"[(1903, 1903)]"
log_1466_1708943015.xes,,
log_1467_1708943021.xes,"sudden, sudden","[(2040, 2040), (4475, 4475)]"
