,log_name,noise_level,complexity,drift_pattern,n_drifts,n_change_points,n_sudden,n_gradual,drift_type,actual_cp,detected_cp,log_size,lag,lag_indices,TP,FP,FN_TP
30,log_457_1708942732.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],5601,0.15,840,0,0,0
31,log_457_1708942732.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],5601,0.15,840,0,0,0
32,log_115_1708942732.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],3681,0.15,552,1,0,1
33,log_115_1708942732.xes,0.0,na,[],0,0,0,0,sudden,[],[],3681,0.15,552,0,0,0
34,log_115_1708942732.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],3681,0.15,552,0,0,0
35,log_115_1708942732.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],3681,0.15,552,0,0,0
36,log_610_1708942734.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4096,0.15,614,1,0,1
37,log_610_1708942734.xes,0.0,na,[],0,0,0,0,sudden,[],[],4096,0.15,614,0,0,0
38,log_610_1708942734.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4096,0.15,614,0,0,0
39,log_610_1708942734.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4096,0.15,614,0,0,0
40,log_382_1708942734.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4882,0.15,732,0,0,0
41,log_382_1708942734.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1542, 3084]",[3073],4882,0.15,732,1,0,2
42,log_382_1708942734.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4882,0.15,732,0,0,0
43,log_382_1708942734.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4882,0.15,732,0,0,0
44,log_799_1708942732.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],2786,0.15,417,1,0,1
45,log_799_1708942732.xes,0.0,na,[],0,0,0,0,sudden,[],[],2786,0.15,417,0,0,0
46,log_799_1708942732.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],2786,0.15,417,0,0,0
47,log_799_1708942732.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],2786,0.15,417,0,0,0
48,log_609_1708942732.xes,0.3,na,['sudden'],1,1,1,0,no_drift,[],[0],2609,0.15,391,0,1,0
49,log_609_1708942732.xes,0.3,na,['sudden'],1,1,1,0,sudden,[1410],[],2609,0.15,391,0,0,1
50,log_609_1708942732.xes,0.3,na,['sudden'],1,1,1,0,gradual_start,[],[],2609,0.15,391,0,0,0
51,log_609_1708942732.xes,0.3,na,['sudden'],1,1,1,0,gradual_end,[],[],2609,0.15,391,0,0,0
52,log_685_1708942732.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4716,0.15,707,0,0,0
53,log_685_1708942732.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1990, 3195]",[1956],4716,0.15,707,1,0,2
54,log_685_1708942732.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4716,0.15,707,0,0,0
55,log_685_1708942732.xes,0.6,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4716,0.15,707,0,0,0
56,log_495_1708942732.xes,0.0,na,['gradual'],1,2,0,1,no_drift,[],[],2546,0.15,381,0,0,0
57,log_495_1708942732.xes,0.0,na,['gradual'],1,2,0,1,sudden,[],[],2546,0.15,381,0,0,0
58,log_495_1708942732.xes,0.0,na,['gradual'],1,2,0,1,gradual_start,[1091],[1081],2546,0.15,381,1,0,1
59,log_495_1708942732.xes,0.0,na,['gradual'],1,2,0,1,gradual_end,[1417],[1393],2546,0.15,381,1,0,1
60,log_761_1708942732.xes,0.0,na,['sudden'],1,1,1,0,no_drift,[],[],2941,0.15,441,0,0,0
61,log_761_1708942732.xes,0.0,na,['sudden'],1,1,1,0,sudden,[1287],[1261],2941,0.15,441,1,0,1
62,log_761_1708942732.xes,0.0,na,['sudden'],1,1,1,0,gradual_start,[],[],2941,0.15,441,0,0,0
63,log_761_1708942732.xes,0.0,na,['sudden'],1,1,1,0,gradual_end,[],[],2941,0.15,441,0,0,0
64,log_2_1708942735.xes,0.0,na,['gradual'],1,2,0,1,no_drift,[],[],2808,0.15,421,0,0,0
65,log_2_1708942735.xes,0.0,na,['gradual'],1,2,0,1,sudden,[],[],2808,0.15,421,0,0,0
66,log_2_1708942735.xes,0.0,na,['gradual'],1,2,0,1,gradual_start,[1231],[1247],2808,0.15,421,1,0,1
67,log_2_1708942735.xes,0.0,na,['gradual'],1,2,0,1,gradual_end,[1624],[1583],2808,0.15,421,1,0,1
68,log_153_1708942732.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],5955,0.15,893,1,0,1
69,log_153_1708942732.xes,0.0,na,[],0,0,0,0,sudden,[],[],5955,0.15,893,0,0,0
70,log_153_1708942732.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],5955,0.15,893,0,0,0
71,log_153_1708942732.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],5955,0.15,893,0,0,0
72,log_229_1708942732.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],5096,0.15,764,1,0,1
73,log_229_1708942732.xes,0.6,na,[],0,0,0,0,sudden,[],[],5096,0.15,764,0,0,0
74,log_229_1708942732.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],5096,0.15,764,0,0,0
75,log_229_1708942732.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],5096,0.15,764,0,0,0
76,log_913_1708942732.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],4690,0.15,703,0,0,0
77,log_913_1708942732.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3626],[3612],4690,0.15,703,1,0,1
78,log_913_1708942732.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1368],[],4690,0.15,703,0,0,1
79,log_913_1708942732.xes,0.6,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1711],[],4690,0.15,703,0,0,1
80,log_837_1708942732.xes,0.0,na,['gradual'],1,2,0,1,no_drift,[],[],3216,0.15,482,0,0,0
81,log_837_1708942732.xes,0.0,na,['gradual'],1,2,0,1,sudden,[],[],3216,0.15,482,0,0,0
82,log_837_1708942732.xes,0.0,na,['gradual'],1,2,0,1,gradual_start,[1808],[1761],3216,0.15,482,1,0,1
83,log_837_1708942732.xes,0.0,na,['gradual'],1,2,0,1,gradual_end,[2152],[2113],3216,0.15,482,1,0,1
84,log_267_1708942732.xes,0.3,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,no_drift,[],[],6422,0.15,963,0,0,0
85,log_267_1708942732.xes,0.3,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,sudden,[],[],6422,0.15,963,0,0,0
86,log_267_1708942732.xes,0.3,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_start,"[1056, 2864, 4643]","[2849, 4641]",6422,0.15,963,2,0,3
87,log_267_1708942732.xes,0.3,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_end,"[1483, 3203, 5067]","[3201, 5089]",6422,0.15,963,2,0,3
88,log_420_1708942732.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],4296,0.15,644,0,0,0
89,log_420_1708942732.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1246],[1240],4296,0.15,644,1,0,1
90,log_420_1708942732.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2284],[2269],4296,0.15,644,1,0,1
91,log_420_1708942732.xes,0.3,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[2774],[2752],4296,0.15,644,1,0,1
92,log_533_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6790,0.15,1018,0,0,0
93,log_533_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3982, 5658]","[3928, 5644]",6790,0.15,1018,2,0,2
94,log_533_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1451],[],6790,0.15,1018,0,0,1
95,log_533_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[2020],[],6790,0.15,1018,0,0,1
96,log_305_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6423,0.15,963,0,0,0
97,log_305_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3592, 4915]","[4865, 3585]",6423,0.15,963,2,0,2
98,log_305_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1393],[],6423,0.15,963,0,0,1
99,log_305_1708942732.xes,0.0,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[1835],[],6423,0.15,963,0,0,1
100,log_875_1708942732.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],6944,0.15,1041,1,0,1
101,log_875_1708942732.xes,0.0,na,[],0,0,0,0,sudden,[],[],6944,0.15,1041,0,0,0
102,log_875_1708942732.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],6944,0.15,1041,0,0,0
103,log_875_1708942732.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],6944,0.15,1041,0,0,0
104,log_343_1708942732.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[0],6232,0.15,934,0,1,0
105,log_343_1708942732.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],6232,0.15,934,0,0,0
106,log_343_1708942732.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1868, 4233]",[],6232,0.15,934,0,0,2
107,log_343_1708942732.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[2419, 4688]",[],6232,0.15,934,0,0,2
108,log_914_1708942736.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],1096,0.15,164,1,0,1
109,log_914_1708942736.xes,0.6,na,[],0,0,0,0,sudden,[],[],1096,0.15,164,0,0,0
110,log_914_1708942736.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],1096,0.15,164,0,0,0
111,log_914_1708942736.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],1096,0.15,164,0,0,0
112,log_421_1708942737.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],1396,0.15,209,1,0,1
113,log_421_1708942737.xes,0.6,na,[],0,0,0,0,sudden,[],[],1396,0.15,209,0,0,0
114,log_421_1708942737.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],1396,0.15,209,0,0,0
115,log_421_1708942737.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],1396,0.15,209,0,0,0
116,log_686_1708942734.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],5589,0.15,838,0,0,0
117,log_686_1708942734.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,sudden,[3654],[3619],5589,0.15,838,1,0,1
118,log_686_1708942734.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1973],[],5589,0.15,838,0,0,1
119,log_686_1708942734.xes,0.0,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[2291],[],5589,0.15,838,0,0,1
120,log_838_1708942735.xes,0.3,na,['gradual'],1,2,0,1,no_drift,[],[],3399,0.15,509,0,0,0
121,log_838_1708942735.xes,0.3,na,['gradual'],1,2,0,1,sudden,[],[],3399,0.15,509,0,0,0
122,log_838_1708942735.xes,0.3,na,['gradual'],1,2,0,1,gradual_start,[1819],[1873],3399,0.15,509,1,0,1
123,log_838_1708942735.xes,0.3,na,['gradual'],1,2,0,1,gradual_end,[2335],[2289],3399,0.15,509,1,0,1
124,log_458_1708942736.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[],4140,0.15,621,0,0,0
125,log_458_1708942736.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1355, 2624]","[1341, 2601]",4140,0.15,621,2,0,2
126,log_458_1708942736.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],4140,0.15,621,0,0,0
127,log_458_1708942736.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],4140,0.15,621,0,0,0
128,log_192_1708942740.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1163,0.15,174,1,0,1
129,log_192_1708942740.xes,0.0,na,[],0,0,0,0,sudden,[],[],1163,0.15,174,0,0,0
130,log_192_1708942740.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1163,0.15,174,0,0,0
131,log_192_1708942740.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1163,0.15,174,0,0,0
132,log_344_1708942738.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],1236,0.15,185,1,0,1
133,log_344_1708942738.xes,0.0,na,[],0,0,0,0,sudden,[],[],1236,0.15,185,0,0,0
134,log_344_1708942738.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],1236,0.15,185,0,0,0
135,log_344_1708942738.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],1236,0.15,185,0,0,0
136,log_534_1708942736.xes,0.3,na,['gradual'],1,2,0,1,no_drift,[],[],3328,0.15,499,0,0,0
137,log_534_1708942736.xes,0.3,na,['gradual'],1,2,0,1,sudden,[],[],3328,0.15,499,0,0,0
138,log_534_1708942736.xes,0.3,na,['gradual'],1,2,0,1,gradual_start,[1500],[1489],3328,0.15,499,1,0,1
139,log_534_1708942736.xes,0.3,na,['gradual'],1,2,0,1,gradual_end,[1828],[1793],3328,0.15,499,1,0,1
140,log_611_1708942735.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,no_drift,[],[0],3771,0.15,565,0,1,0
141,log_611_1708942735.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,sudden,"[1042, 2683]",[],3771,0.15,565,0,0,2
142,log_611_1708942735.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_start,[],[],3771,0.15,565,0,0,0
143,log_611_1708942735.xes,0.0,na,"['sudden', 'sudden']",2,2,2,0,gradual_end,[],[],3771,0.15,565,0,0,0
144,log_268_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],5148,0.15,772,0,0,0
145,log_268_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],5148,0.15,772,0,0,0
146,log_268_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1116, 3150]","[1126, 3151]",5148,0.15,772,2,0,2
147,log_268_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1687, 3523]","[1701, 3501]",5148,0.15,772,2,0,2
148,log_496_1708942734.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],4191,0.15,628,1,0,1
149,log_496_1708942734.xes,0.0,na,[],0,0,0,0,sudden,[],[],4191,0.15,628,0,0,0
150,log_496_1708942734.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],4191,0.15,628,0,0,0
151,log_496_1708942734.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],4191,0.15,628,0,0,0
152,log_117_1708942736.xes,0.6,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,no_drift,[],[],5594,0.15,839,0,0,0
153,log_117_1708942736.xes,0.6,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,sudden,"[1353, 4384]",[],5594,0.15,839,0,0,2
154,log_117_1708942736.xes,0.6,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_start,[2646],[2620],5594,0.15,839,1,0,1
155,log_117_1708942736.xes,0.6,na,"['sudden', 'gradual', 'sudden']",3,4,2,1,gradual_end,[3051],[3052],5594,0.15,839,1,0,1
156,log_383_1708942736.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],5808,0.15,871,1,0,1
157,log_383_1708942736.xes,0.0,na,[],0,0,0,0,sudden,[],[],5808,0.15,871,0,0,0
158,log_383_1708942736.xes,0.0,na,[],0,0,0,0,gradual_start,[],[],5808,0.15,871,0,0,0
159,log_383_1708942736.xes,0.0,na,[],0,0,0,0,gradual_end,[],[],5808,0.15,871,0,0,0
160,log_877_1708942737.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,no_drift,[],[],4463,0.15,669,0,0,0
161,log_877_1708942737.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,sudden,[1419],[1387],4463,0.15,669,1,0,1
162,log_877_1708942737.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,gradual_start,[2825],[2817],4463,0.15,669,1,0,1
163,log_877_1708942737.xes,0.0,na,"['sudden', 'gradual']",2,3,1,1,gradual_end,[3281],[3279],4463,0.15,669,1,0,1
164,log_723_1708942732.xes,0.0,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,no_drift,[],[],6671,0.15,1000,0,0,0
165,log_723_1708942732.xes,0.0,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,sudden,[],[],6671,0.15,1000,0,0,0
166,log_723_1708942732.xes,0.0,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_start,"[1125, 2922, 4947]",[1123],6671,0.15,1000,1,0,3
167,log_723_1708942732.xes,0.0,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_end,"[1501, 3236, 5417]",[1486],6671,0.15,1000,1,0,3
168,log_687_1708942738.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],5298,0.15,794,0,0,0
169,log_687_1708942738.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],5298,0.15,794,0,0,0
170,log_687_1708942738.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1382, 3438]",[1301],5298,0.15,794,1,0,2
171,log_687_1708942738.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1889, 3743]",[1899],5298,0.15,794,1,0,2
172,log_724_1708942740.xes,0.6,na,['gradual'],1,2,0,1,no_drift,[],[],3205,0.15,480,0,0,0
173,log_724_1708942740.xes,0.6,na,['gradual'],1,2,0,1,sudden,[],[],3205,0.15,480,0,0,0
174,log_724_1708942740.xes,0.6,na,['gradual'],1,2,0,1,gradual_start,[1395],[1345],3205,0.15,480,1,0,1
175,log_724_1708942740.xes,0.6,na,['gradual'],1,2,0,1,gradual_end,[1934],[1937],3205,0.15,480,1,0,1
176,log_40_1708942733.xes,0.3,na,['gradual'],1,2,0,1,no_drift,[],[],2907,0.15,436,0,0,0
177,log_40_1708942733.xes,0.3,na,['gradual'],1,2,0,1,sudden,[],[],2907,0.15,436,0,0,0
178,log_40_1708942733.xes,0.3,na,['gradual'],1,2,0,1,gradual_start,[1277],[1275],2907,0.15,436,1,0,1
179,log_40_1708942733.xes,0.3,na,['gradual'],1,2,0,1,gradual_end,[1708],[1653],2907,0.15,436,1,0,1
180,log_191_1708942732.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,no_drift,[],[],7440,0.15,1116,0,0,0
181,log_191_1708942732.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,sudden,[],[],7440,0.15,1116,0,0,0
182,log_191_1708942732.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_start,"[1171, 3142, 5664]",[3146],7440,0.15,1116,1,0,3
183,log_191_1708942732.xes,0.6,na,"['gradual', 'gradual', 'gradual']",3,6,0,3,gradual_end,"[1709, 3738, 6205]",[3701],7440,0.15,1116,1,0,3
184,log_459_1708942738.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,no_drift,[],[],4110,0.15,616,0,0,0
185,log_459_1708942738.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,sudden,[2986],[],4110,0.15,616,0,0,1
186,log_459_1708942738.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_start,[1222],[1201],4110,0.15,616,1,0,1
187,log_459_1708942738.xes,0.3,na,"['gradual', 'sudden']",2,3,1,1,gradual_end,[1529],[1501],4110,0.15,616,1,0,1
188,log_269_1708942739.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],3518,0.15,527,1,0,1
189,log_269_1708942739.xes,0.6,na,[],0,0,0,0,sudden,[],[],3518,0.15,527,0,0,0
190,log_269_1708942739.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],3518,0.15,527,0,0,0
191,log_269_1708942739.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],3518,0.15,527,0,0,0
192,log_762_1708942734.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],5437,0.15,815,0,0,0
193,log_762_1708942734.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],5437,0.15,815,0,0,0
194,log_762_1708942734.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1304, 3028]","[1324, 3025]",5437,0.15,815,2,0,2
195,log_762_1708942734.xes,0.0,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1842, 3583]","[1864, 3565]",5437,0.15,815,2,0,2
196,log_571_1708942732.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[],5285,0.15,792,0,0,0
197,log_571_1708942732.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],5285,0.15,792,0,0,0
198,log_571_1708942732.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1418, 3624]",[1431],5285,0.15,792,1,0,2
199,log_571_1708942732.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[1974, 4044]",[1977],5285,0.15,792,1,0,2
200,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,no_drift,[],[],7600,0.15,1140,0,0,0
201,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,sudden,[5860],[5853],7600,0.15,1140,1,0,1
202,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_start,"[2001, 3872]",[1977],7600,0.15,1140,1,0,2
203,log_155_1708942737.xes,0.0,na,"['gradual', 'gradual', 'sudden']",3,5,1,2,gradual_end,"[2353, 4236]",[2357],7600,0.15,1140,1,0,2
204,log_800_1708942733.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,no_drift,[],[],6587,0.15,988,0,0,0
205,log_800_1708942733.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,sudden,"[3204, 5101]",[5089],6587,0.15,988,1,0,2
206,log_800_1708942733.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_start,[1692],[1665],6587,0.15,988,1,0,1
207,log_800_1708942733.xes,0.3,na,"['gradual', 'sudden', 'sudden']",3,4,2,1,gradual_end,[2034],[2017],6587,0.15,988,1,0,1
208,log_3_1708942738.xes,0.6,na,[],0,0,0,0,no_drift,[0],[0],7940,0.15,1191,1,0,1
209,log_3_1708942738.xes,0.6,na,[],0,0,0,0,sudden,[],[],7940,0.15,1191,0,0,0
210,log_3_1708942738.xes,0.6,na,[],0,0,0,0,gradual_start,[],[],7940,0.15,1191,0,0,0
211,log_3_1708942738.xes,0.6,na,[],0,0,0,0,gradual_end,[],[],7940,0.15,1191,0,0,0
212,log_915_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,no_drift,[],[0],6081,0.15,912,0,1,0
213,log_915_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,sudden,[],[],6081,0.15,912,0,0,0
214,log_915_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,gradual_start,"[1517, 3749]",[],6081,0.15,912,0,0,2
215,log_915_1708942737.xes,0.3,na,"['gradual', 'gradual']",2,4,0,2,gradual_end,"[2003, 4152]",[],6081,0.15,912,0,0,2
216,log_345_1708942739.xes,0.0,na,[],0,0,0,0,no_drift,[0],[0],5764,0.15,864,1,0,1
217,log_345_1708942739.xes,0.0,na,[],0,0,0,0,sudden,[],[],5764,0.15,864,0,0,0
