,Detected Changepoints,Actual Changepoints,Predicted Drift Types,Actual Drift Types,F1-Score,Precision,Recall,Average Lag,y_pred_sorted,y_true_sorted,n_traces
log_686_1708942734.xes,"[(3619, 3619), (1945, 2296)]","[(1973, 2291), (3654, 3654)]","['sudden', 'gradual']","['gradual', 'sudden']",1.0,1.0,1.0,51.5,"['sudden', 'gradual']","['sudden', 'gradual']",5589
log_838_1708942735.xes,"[(1841, 2305)]","[(1819, 2335)]",['gradual'],['gradual'],1.0,1.0,1.0,52.0,['gradual'],['gradual'],3399
log_458_1708942736.xes,"[(1341, 1341)]","[(1355, 1355), (2624, 2624)]",['sudden'],"['sudden', 'sudden']",0.6666666666666666,1.0,0.5,28.0,"['sudden', nan]","['sudden', 'sudden']",4140
log_192_1708942740.xes,[],[],[],[],,,,,[],[],1163
log_344_1708942738.xes,[],[],[],[],,,,,[],[],1236
log_534_1708942736.xes,"[(1489, 1777)]","[(1500, 1828)]",['gradual'],['gradual'],1.0,1.0,1.0,62.0,['gradual'],['gradual'],3328
log_611_1708942735.xes,"[(2665, 2665)]","[(1042, 1042), (2683, 2683)]",['sudden'],"['sudden', 'sudden']",0.6666666666666666,1.0,0.5,36.0,"['sudden', nan]","['sudden', 'sudden']",3771
log_268_1708942737.xes,"[(1126, 1676), (3151, 3501)]","[(1116, 1687), (3150, 3523)]","['gradual', 'gradual']","['gradual', 'gradual']",1.0,1.0,1.0,22.0,"['gradual', 'gradual']","['gradual', 'gradual']",5148
log_496_1708942734.xes,[],[],[],[],,,,,[],[],4191
log_117_1708942736.xes,"[(2620, 3052)]","[(1353, 1353), (2646, 3051), (4384, 4384)]",['gradual'],"['sudden', 'gradual', 'sudden']",0.5,1.0,0.3333333333333333,27.0,"['gradual', nan, nan]","['gradual', 'sudden', 'sudden']",5594
log_383_1708942736.xes,[],[],[],[],,,,,[],[],5808
log_877_1708942737.xes,"[(2817, 3301), (1387, 1387)]","[(1419, 1419), (2825, 3281)]","['gradual', 'sudden']","['sudden', 'gradual']",1.0,1.0,1.0,46.0,"['gradual', 'sudden']","['gradual', 'sudden']",4463
log_723_1708942732.xes,"[(1123, 1486)]","[(1125, 1501), (2922, 3236), (4947, 5417)]",['gradual'],"['gradual', 'gradual', 'gradual']",0.5,1.0,0.3333333333333333,17.0,"['gradual', nan, nan]","['gradual', 'gradual', 'gradual']",6671
log_687_1708942738.xes,"[(1327, 1899)]","[(1382, 1889), (3438, 3743)]",['gradual'],"['gradual', 'gradual']",0.6666666666666666,1.0,0.5,65.0,"['gradual', nan]","['gradual', 'gradual']",5298
log_724_1708942740.xes,"[(1361, 1937)]","[(1395, 1934)]",['gradual'],['gradual'],1.0,1.0,1.0,37.0,['gradual'],['gradual'],3205
log_40_1708942733.xes,"[(1289, 1681)]","[(1277, 1708)]",['gradual'],['gradual'],1.0,1.0,1.0,39.0,['gradual'],['gradual'],2907
log_191_1708942732.xes,[],"[(1171, 1709), (3142, 3738), (5664, 6205)]",[],"['gradual', 'gradual', 'gradual']",,,,,"[nan, nan, nan]","['gradual', 'gradual', 'gradual']",7440
log_459_1708942738.xes,"[(1201, 1521), (2961, 2961)]","[(1222, 1529), (2986, 2986)]","['gradual', 'sudden']","['gradual', 'sudden']",1.0,1.0,1.0,39.5,"['gradual', 'sudden']","['gradual', 'sudden']",4110
log_269_1708942739.xes,[],[],[],[],,,,,[],[],3518
log_762_1708942734.xes,"[(1324, 1891), (3025, 3565)]","[(1304, 1842), (3028, 3583)]","['gradual', 'gradual']","['gradual', 'gradual']",1.0,1.0,1.0,45.0,"['gradual', 'gradual']","['gradual', 'gradual']",5437
log_571_1708942732.xes,"[(1379, 1977)]","[(1418, 1974), (3624, 4044)]",['gradual'],"['gradual', 'gradual']",0.6666666666666666,1.0,0.5,42.0,"['gradual', nan]","['gradual', 'gradual']",5285
log_155_1708942737.xes,"[(5815, 5815), (1977, 2357)]","[(2001, 2353), (3872, 4236), (5860, 5860)]","['sudden', 'gradual']","['gradual', 'gradual', 'sudden']",0.8,1.0,0.6666666666666666,59.0,"['sudden', 'gradual', nan]","['sudden', 'gradual', 'gradual']",7600
log_800_1708942733.xes,"[(5057, 5057), (1665, 1985)]","[(1692, 2034), (3204, 3204), (5101, 5101)]","['sudden', 'gradual']","['gradual', 'sudden', 'sudden']",0.8,1.0,0.6666666666666666,82.0,"['sudden', 'gradual', nan]","['sudden', 'gradual', 'sudden']",6587
log_3_1708942738.xes,[],[],[],[],,,,,[],[],7940
log_915_1708942737.xes,[],"[(1517, 2003), (3749, 4152)]",[],"['gradual', 'gradual']",,,,,"[nan, nan]","['gradual', 'gradual']",6081
log_345_1708942739.xes,[],[],[],[],,,,,[],[],5764
log_230_1708942735.xes,"[(1458, 1923), (3256, 3256), (4868, 4868)]","[(1480, 1928), (3273, 3273), (4919, 4919)]","['gradual', 'sudden', 'sudden']","['gradual', 'sudden', 'sudden']",1.0,1.0,1.0,54.333333333333336,"['gradual', 'sudden', 'sudden']","['gradual', 'sudden', 'sudden']",6360
log_535_1708942739.xes,[],"[(1477, 1944), (3629, 4142), (5760, 5760)]",[],"['gradual', 'gradual', 'sudden']",,,,,"[nan, nan, nan]","['gradual', 'gradual', 'sudden']",6799
log_647_1708942732.xes,"[(5050, 5050), (3433, 3433)]","[(1639, 2163), (3436, 3436), (5081, 5081)]","['sudden', 'sudden']","['gradual', 'sudden', 'sudden']",0.8,1.0,0.6666666666666666,34.0,"['sudden', 'sudden', nan]","['sudden', 'sudden', 'gradual']",6786
log_801_1708942742.xes,"[(1112, 1112)]","[(1123, 1123)]",['sudden'],['sudden'],1.0,1.0,1.0,22.0,['sudden'],['sudden'],2381
log_231_1708942742.xes,"[(1846, 1846)]","[(1863, 1863)]",['sudden'],['sudden'],1.0,1.0,1.0,34.0,['sudden'],['sudden'],3184
log_422_1708942739.xes,"[(1751, 1751), (3291, 3851)]","[(1777, 1777), (3328, 3884), (5251, 5849)]","['sudden', 'gradual']","['sudden', 'gradual', 'gradual']",0.8,1.0,0.6666666666666666,61.0,"['sudden', 'gradual', nan]","['sudden', 'gradual', 'gradual']",7011
log_612_1708942739.xes,"[(1101, 1101)]","[(1110, 1110), (2491, 2871)]",['sudden'],"['sudden', 'gradual']",0.6666666666666666,1.0,0.5,18.0,"['sudden', nan]","['sudden', 'gradual']",4485
log_725_1708942742.xes,"[(1863, 1863)]","[(1877, 1877)]",['sudden'],['sudden'],1.0,1.0,1.0,28.0,['sudden'],['sudden'],3804
log_648_1708942743.xes,[],[],[],[],,,,,[],[],3426
log_306_1708942737.xes,[],[],[],[],,,,,[],[],3620
log_879_1708942745.xes,[],[],[],[],,,,,[],[],1396
log_878_1708942741.xes,[],[],[],[],,,,,[],[],5307
log_763_1708942741.xes,[],[],[],[],,,,,[],[],1848
log_497_1708942741.xes,"[(1977, 2445), (3849, 3849)]","[(1956, 2477), (3889, 3889)]","['gradual', 'sudden']","['gradual', 'sudden']",1.0,1.0,1.0,66.5,"['gradual', 'sudden']","['gradual', 'sudden']",5307
log_270_1708942743.xes,"[(1216, 1702)]","[(1189, 1675), (3428, 3826)]",['gradual'],"['gradual', 'gradual']",0.6666666666666666,1.0,0.5,54.0,"['gradual', nan]","['gradual', 'gradual']",5468
log_193_1708942740.xes,"[(1861, 2431)]","[(1907, 2468), (4098, 4607)]",['gradual'],"['gradual', 'gradual']",0.6666666666666666,1.0,0.5,83.0,"['gradual', nan]","['gradual', 'gradual']",6044
log_572_1708942741.xes,[],[],[],[],,,,,[],[],5274
log_346_1708942743.xes,"[(1749, 2224)]","[(1750, 2236)]",['gradual'],['gradual'],1.0,1.0,1.0,13.0,['gradual'],['gradual'],3905
log_726_1708942745.xes,"[(1441, 1891)]","[(1443, 1890)]",['gradual'],['gradual'],1.0,1.0,1.0,3.0,['gradual'],['gradual'],3180
log_613_1708942744.xes,"[(1726, 2131)]","[(1734, 2087)]",['gradual'],['gradual'],1.0,1.0,1.0,52.0,['gradual'],['gradual'],3100
log_41_1708942740.xes,"[(3155, 3155)]","[(1569, 1569), (3218, 3218), (5086, 5649)]",['sudden'],"['sudden', 'sudden', 'gradual']",0.5,1.0,0.3333333333333333,126.0,"['sudden', nan, nan]","['sudden', 'sudden', 'gradual']",7634
log_460_1708942741.xes,"[(3597, 3597), (5054, 5054)]","[(1713, 1713), (3608, 3608), (5107, 5107)]","['sudden', 'sudden']","['sudden', 'sudden', 'sudden']",0.8,1.0,0.6666666666666666,64.0,"['sudden', 'sudden', nan]","['sudden', 'sudden', 'sudden']",6361
log_156_1708942744.xes,"[(1918, 2404)]","[(1978, 2415), (3772, 3772)]",['gradual'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,71.0,"['gradual', nan]","['gradual', 'sudden']",5598
log_118_1708942740.xes,"[(1036, 1531)]","[(1057, 1538)]",['gradual'],['gradual'],1.0,1.0,1.0,28.0,['gradual'],['gradual'],3026
log_880_1708942746.xes,"[(1156, 1156)]","[(1175, 1175)]",['sudden'],['sudden'],1.0,1.0,1.0,38.0,['sudden'],['sudden'],3144
log_839_1708942738.xes,[],[],[],[],,,,,[],[],7320
log_271_1708942747.xes,[],[],[],[],,,,,[],[],3081
log_307_1708942745.xes,"[(3849, 3849)]","[(1692, 2073), (3873, 3873)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,48.0,"['sudden', nan]","['sudden', 'gradual']",5336
log_384_1708942740.xes,"[(2705, 3277), (989, 1483)]","[(1048, 1491), (2708, 3282)]","['gradual', 'gradual']","['gradual', 'gradual']",1.0,1.0,1.0,37.5,"['gradual', 'gradual']","['gradual', 'gradual']",5264
log_77_1708942732.xes,"[(4381, 4381), (1321, 1321), (3241, 3241)]","[(1343, 1343), (3289, 3289), (4422, 4422)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,74.0,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",6021
log_536_1708942744.xes,"[(1821, 1821)]","[(1832, 1832)]",['sudden'],['sudden'],1.0,1.0,1.0,22.0,['sudden'],['sudden'],2961
log_308_1708942748.xes,"[(1111, 1111)]","[(1131, 1131)]",['sudden'],['sudden'],1.0,1.0,1.0,40.0,['sudden'],['sudden'],3107
log_916_1708942743.xes,[],"[(1436, 1924), (3326, 3326), (4607, 4607)]",[],"['gradual', 'sudden', 'sudden']",,,,,"[nan, nan, nan]","['gradual', 'sudden', 'sudden']",5759
log_802_1708942745.xes,"[(2509, 2509), (1497, 1497)]","[(1522, 1522), (2535, 2535)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,51.0,"['sudden', 'sudden']","['sudden', 'sudden']",4475
log_194_1708942746.xes,"[(1429, 1871)]","[(1423, 1878)]",['gradual'],['gradual'],1.0,1.0,1.0,13.0,['gradual'],['gradual'],3579
log_537_1708942749.xes,[],[],[],[],,,,,[],[],1922
log_614_1708942746.xes,"[(1185, 1729)]","[(1212, 1772)]",['gradual'],['gradual'],1.0,1.0,1.0,70.0,['gradual'],['gradual'],3271
log_573_1708942746.xes,[],[],[],[],,,,,[],[],3345
log_4_1708942744.xes,"[(3323, 3323), (1607, 1607)]","[(1640, 1640), (3358, 3358)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,68.0,"['sudden', 'sudden']","['sudden', 'sudden']",4442
log_615_1708942749.xes,[],[],[],[],,,,,[],[],2124
log_764_1708942745.xes,"[(1585, 1585), (3532, 3532)]","[(1622, 1622), (3575, 3575), (4665, 4665)]","['sudden', 'sudden']","['sudden', 'sudden', 'sudden']",0.8,1.0,0.6666666666666666,80.0,"['sudden', 'sudden', nan]","['sudden', 'sudden', 'sudden']",6654
log_649_1708942745.xes,[],[],[],[],,,,,[],[],3128
log_42_1708942747.xes,[],[],[],[],,,,,[],[],6452
log_727_1708942748.xes,"[(1939, 1939)]","[(1958, 1958)]",['sudden'],['sudden'],1.0,1.0,1.0,38.0,['sudden'],['sudden'],3573
log_385_1708942748.xes,"[(2899, 3221)]","[(1008, 1331), (2899, 3227)]",['gradual'],"['gradual', 'gradual']",0.6666666666666666,1.0,0.5,6.0,"['gradual', nan]","['gradual', 'gradual']",4682
log_538_1708942749.xes,[],[],[],[],,,,,[],[],1087
log_840_1708942747.xes,[],[],[],[],,,,,[],[],4712
log_423_1708942744.xes,"[(4423, 4951), (3301, 3301)]","[(1704, 2270), (3324, 3324), (4420, 4967)]","['gradual', 'sudden']","['gradual', 'sudden', 'gradual']",0.8,1.0,0.6666666666666666,32.5,"['gradual', 'sudden', nan]","['gradual', 'sudden', 'gradual']",6732
log_917_1708942749.xes,[],[],[],[],,,,,[],[],5994
log_5_1708942750.xes,[],[],[],[],,,,,[],[],3942
log_728_1708942750.xes,"[(1201, 1649)]","[(1297, 1625)]",['gradual'],['gradual'],1.0,1.0,1.0,120.0,['gradual'],['gradual'],3294
log_498_1708942746.xes,"[(5736, 6254), (3701, 3701)]","[(1918, 2346), (3757, 3757), (5743, 6282)]","['gradual', 'sudden']","['gradual', 'sudden', 'gradual']",0.8,1.0,0.6666666666666666,73.5,"['gradual', 'sudden', nan]","['gradual', 'sudden', 'gradual']",7522
log_347_1708942746.xes,"[(1531, 1939)]","[(1582, 1921)]",['gradual'],['gradual'],1.0,1.0,1.0,69.0,['gradual'],['gradual'],3567
log_616_1708942750.xes,"[(6085, 6085), (1834, 1834)]","[(1866, 1866), (3813, 4260), (6143, 6143)]","['sudden', 'sudden']","['sudden', 'gradual', 'sudden']",0.8,1.0,0.6666666666666666,90.0,"['sudden', 'sudden', nan]","['sudden', 'sudden', 'gradual']",7832
log_272_1708942749.xes,[],[],[],[],,,,,[],[],5408
log_424_1708942750.xes,"[(1509, 1509)]","[(1513, 1513)]",['sudden'],['sudden'],1.0,1.0,1.0,8.0,['sudden'],['sudden'],2777
log_348_1708942751.xes,[],"[(1659, 2131), (3961, 4263)]",[],"['gradual', 'gradual']",,,,,"[nan, nan]","['gradual', 'gradual']",6108
log_803_1708942749.xes,[],"[(1730, 1730)]",[],['sudden'],,,,,[nan],['sudden'],3586
log_688_1708942742.xes,"[(3497, 3877), (5625, 6081)]","[(1575, 1575), (3537, 3873), (5629, 6087)]","['gradual', 'gradual']","['sudden', 'gradual', 'gradual']",0.8,1.0,0.6666666666666666,27.0,"['gradual', 'gradual', nan]","['gradual', 'gradual', 'sudden']",7795
log_918_1708942752.xes,"[(1681, 1681)]","[(1694, 1694)]",['sudden'],['sudden'],1.0,1.0,1.0,26.0,['sudden'],['sudden'],2951
log_499_1708942751.xes,[],[],[],[],,,,,[],[],5540
log_233_1708942754.xes,"[(1275, 1667)]","[(1249, 1755)]",['gradual'],['gradual'],1.0,1.0,1.0,114.0,['gradual'],['gradual'],2844
log_195_1708942749.xes,"[(1129, 1129)]","[(1143, 1143), (2818, 3251)]",['sudden'],"['sudden', 'gradual']",0.6666666666666666,1.0,0.5,28.0,"['sudden', nan]","['sudden', 'gradual']",4848
log_309_1708942749.xes,"[(1106, 1106)]","[(1114, 1114)]",['sudden'],['sudden'],1.0,1.0,1.0,16.0,['sudden'],['sudden'],2718
log_78_1708942752.xes,[],"[(1805, 1805)]",[],['sudden'],,,,,[nan],['sudden'],3771
log_919_1708942754.xes,[],"[(1084, 1409), (2727, 2727)]",[],"['gradual', 'sudden']",,,,,"[nan, nan]","['gradual', 'sudden']",3958
log_539_1708942750.xes,[],[],[],[],,,,,[],[],4731
log_882_1708942756.xes,[],[],[],[],,,,,[],[],3714
log_765_1708942749.xes,"[(5531, 5916)]","[(1980, 2396), (3688, 4245), (5548, 5958)]",['gradual'],"['gradual', 'gradual', 'gradual']",0.5,1.0,0.3333333333333333,59.0,"['gradual', nan, nan]","['gradual', 'gradual', 'gradual']",7079
log_157_1708942747.xes,[],"[(1017, 1017), (2766, 2766)]",[],"['sudden', 'sudden']",,,,,"[nan, nan]","['sudden', 'sudden']",4349
log_274_1708942756.xes,"[(2641, 3103), (1123, 1585)]","[(1114, 1620), (2643, 3135)]","['gradual', 'gradual']","['gradual', 'gradual']",1.0,1.0,1.0,39.0,"['gradual', 'gradual']","['gradual', 'gradual']",4501
log_232_1708942744.xes,"[(961, 1561)]","[(1008, 1567), (3186, 3633), (4757, 4757)]",['gradual'],"['gradual', 'gradual', 'sudden']",0.5,1.0,0.3333333333333333,53.0,"['gradual', nan, nan]","['gradual', 'gradual', 'sudden']",6178
log_273_1708942752.xes,[],[],[],[],,,,,[],[],3608
log_158_1708942755.xes,[],"[(1820, 1820)]",[],['sudden'],,,,,[nan],['sudden'],3516
log_574_1708942750.xes,"[(1293, 1803), (4727, 5101)]","[(1308, 1820), (2973, 2973), (4751, 5108)]","['gradual', 'gradual']","['gradual', 'sudden', 'gradual']",0.8,1.0,0.6666666666666666,31.5,"['gradual', 'gradual', nan]","['gradual', 'gradual', 'sudden']",6880
log_881_1708942748.xes,"[(3851, 4236), (5601, 5986)]","[(1591, 2156), (3892, 4214), (5621, 5948)]","['gradual', 'gradual']","['gradual', 'gradual', 'gradual']",0.8,1.0,0.6666666666666666,60.5,"['gradual', 'gradual', nan]","['gradual', 'gradual', 'gradual']",7113
log_386_1708942750.xes,"[(5116, 5479)]","[(1971, 2321), (3430, 3881), (5134, 5448)]",['gradual'],"['gradual', 'gradual', 'gradual']",0.5,1.0,0.3333333333333333,49.0,"['gradual', nan, nan]","['gradual', 'gradual', 'gradual']",6632
log_650_1708942749.xes,"[(5033, 5407), (3129, 3605)]","[(1387, 1387), (3120, 3641), (5036, 5431)]","['gradual', 'gradual']","['sudden', 'gradual', 'gradual']",0.8,1.0,0.6666666666666666,36.0,"['gradual', 'gradual', nan]","['gradual', 'gradual', 'sudden']",6871
log_883_1708942758.xes,[],[],[],[],,,,,[],[],1086
log_575_1708942756.xes,"[(1618, 1618)]","[(1649, 1649), (3201, 3201)]",['sudden'],"['sudden', 'sudden']",0.6666666666666666,1.0,0.5,62.0,"['sudden', nan]","['sudden', 'sudden']",4233
log_6_1708942753.xes,"[(2721, 2721), (4641, 5025)]","[(1560, 1560), (2756, 2756), (4641, 5050)]","['sudden', 'gradual']","['sudden', 'sudden', 'gradual']",0.8,1.0,0.6666666666666666,47.5,"['sudden', 'gradual', nan]","['sudden', 'gradual', 'sudden']",6452
log_119_1708942749.xes,"[(1297, 1297), (2512, 2512), (4240, 4240)]","[(1313, 1313), (2523, 2523), (4271, 4271)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,38.666666666666664,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",5491
log_540_1708942754.xes,[],[],[],[],,,,,[],[],4515
log_617_1708942753.xes,"[(3684, 3684), (4728, 4728), (1799, 1799)]","[(1829, 1829), (3706, 3706), (4757, 4757)]","['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",1.0,1.0,1.0,54.0,"['sudden', 'sudden', 'sudden']","['sudden', 'sudden', 'sudden']",5891
log_841_1708942750.xes,"[(1667, 2279)]","[(1689, 2247)]",['gradual'],['gradual'],1.0,1.0,1.0,54.0,['gradual'],['gradual'],3537
log_920_1708942756.xes,"[(5929, 5929), (3979, 4486)]","[(1852, 2173), (3966, 4511), (5958, 5958)]","['sudden', 'gradual']","['gradual', 'gradual', 'sudden']",0.8,1.0,0.6666666666666666,48.0,"['sudden', 'gradual', nan]","['sudden', 'gradual', 'gradual']",7834
log_349_1708942755.xes,"[(3241, 3241), (1291, 1291), (4441, 4891)]","[(1328, 1328), (3294, 3294), (4433, 4890)]","['sudden', 'sudden', 'gradual']","['sudden', 'sudden', 'gradual']",1.0,1.0,1.0,63.0,"['sudden', 'sudden', 'gradual']","['sudden', 'sudden', 'gradual']",6046
log_462_1708942759.xes,[],[],[],[],,,,,[],[],3132
log_7_1708942758.xes,"[(1601, 1601)]","[(1625, 1625)]",['sudden'],['sudden'],1.0,1.0,1.0,48.0,['sudden'],['sudden'],3287
log_160_1708942761.xes,"[(1177, 1625)]","[(1136, 1681)]",['gradual'],['gradual'],1.0,1.0,1.0,97.0,['gradual'],['gradual'],2890
log_310_1708942754.xes,"[(2794, 2794), (1122, 1654)]","[(1116, 1675), (2811, 2811)]","['sudden', 'gradual']","['gradual', 'sudden']",1.0,1.0,1.0,30.5,"['sudden', 'gradual']","['sudden', 'gradual']",3910
log_884_1708942759.xes,"[(1309, 1309)]","[(1320, 1320)]",['sudden'],['sudden'],1.0,1.0,1.0,22.0,['sudden'],['sudden'],2402
log_766_1708942755.xes,"[(3244, 3244), (1565, 1565)]","[(1585, 1585), (3283, 3283)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,59.0,"['sudden', 'sudden']","['sudden', 'sudden']",4605
log_234_1708942756.xes,"[(2968, 2968), (1818, 1818)]","[(1826, 1826), (2990, 2990)]","['sudden', 'sudden']","['sudden', 'sudden']",1.0,1.0,1.0,30.0,"['sudden', 'sudden']","['sudden', 'sudden']",4756
log_387_1708942756.xes,"[(1667, 2092)]","[(1683, 2116)]",['gradual'],['gradual'],1.0,1.0,1.0,40.0,['gradual'],['gradual'],3546
log_425_1708942754.xes,"[(5146, 5146)]","[(1869, 1869), (2929, 3250), (5194, 5194)]",['sudden'],"['sudden', 'gradual', 'sudden']",0.5,1.0,0.3333333333333333,96.0,"['sudden', nan, nan]","['sudden', 'sudden', 'gradual']",7136
log_350_1708942760.xes,"[(1456, 1456)]","[(1478, 1478)]",['sudden'],['sudden'],1.0,1.0,1.0,44.0,['sudden'],['sudden'],3080
log_461_1708942747.xes,"[(1787, 1787), (6005, 6005)]","[(1814, 1814), (3461, 4045), (6038, 6038)]","['sudden', 'sudden']","['sudden', 'gradual', 'sudden']",0.8,1.0,0.6666666666666666,60.0,"['sudden', 'sudden', nan]","['sudden', 'sudden', 'gradual']",7695
log_500_1708942754.xes,[],[],[],[],,,,,[],[],2046
log_8_1708942760.xes,[],[],[],[],,,,,[],[],5898
log_463_1708942761.xes,[],[],[],[],,,,,[],[],2652
log_80_1708942760.xes,"[(1756, 2215), (3268, 3754)]","[(1776, 2222), (3296, 3776)]","['gradual', 'gradual']","['gradual', 'gradual']",1.0,1.0,1.0,38.5,"['gradual', 'gradual']","['gradual', 'gradual']",5545
log_275_1708942759.xes,"[(4351, 4351), (3220, 3220)]","[(1597, 2103), (3247, 3247), (4364, 4364)]","['sudden', 'sudden']","['gradual', 'sudden', 'sudden']",0.8,1.0,0.6666666666666666,40.0,"['sudden', 'sudden', nan]","['sudden', 'sudden', 'gradual']",5888
log_651_1708942757.xes,"[(3566, 3566)]","[(1923, 2257), (3582, 3582)]",['sudden'],"['gradual', 'sudden']",0.6666666666666666,1.0,0.5,32.0,"['sudden', nan]","['sudden', 'gradual']",4677
log_159_1708942757.xes,"[(1973, 1973)]","[(1976, 1976), (3505, 3967)]",['sudden'],"['sudden', 'gradual']",0.6666666666666666,1.0,0.5,6.0,"['sudden', nan]","['sudden', 'gradual']",5870
log_120_1708942758.xes,"[(4744, 4744), (2791, 3287), (1055, 1520)]","[(1100, 1553), (2804, 3319), (4750, 4750)]","['sudden', 'gradual', 'gradual']","['gradual', 'gradual', 'sudden']",1.0,1.0,1.0,45.0,"['sudden', 'gradual', 'gradual']","['sudden', 'gradual', 'gradual']",6321
log_79_1708942755.xes,"[(1340, 1340)]","[(1355, 1355)]",['sudden'],['sudden'],1.0,1.0,1.0,30.0,['sudden'],['sudden'],2767
log_351_1708942762.xes,[],"[(1716, 1716)]",[],['sudden'],,,,,[nan],['sudden'],3020
